finess,finessgeo,coordxet,coordyet
740018452,740018460,941479.8,6541931.6
740785035,740018478,963221.3,6559394.4
740785035,740018486,967237.7,6591815.1
740018494,740018502,978142.8,6589542.4
740014188,740018510,942824.5,6538812.7
740018528,740018536,959453.1,6579582.3
740018544,740018551,966425,6590894.1
740018569,740018577,949445.7,6571089.1
490023223,740018585,981677.2,6544405.2
740018593,740018601,967527.3,6591459.1
740018619,740018627,967275.6,6591356.3
740018650,740018668,954649.2,6583065.4
740787775,740018676,981527.9,6543664.3
740018684,740018692,941562.9,6538231.1
740785035,740018700,962796.4,6559084.6
740018718,740018726,941795,6543983.2
740018734,740018742,954531.5,6557700.5
730012671,740018759,957942,6564163.1
740018767,740018775,987915.8,6538972.7
740787650,740018783,940217.5,6537550
740018791,740018809,947633.2,6570781.5
740007851,740018817,949536.2,6570304
740018825,740018833,963189.8,6558286.6
420018269,740018841,938862.2,6537917.1
750074338,740018858,949358.1,6570948.4
740018866,740018874,986780.9,6540637.1
740018882,740018890,941824.1,6538167.2
930019484,740018908,950195.2,6569929.3
740018916,740018924,967322.5,6591279.6
740000690,740018932,986352.2,6582404.9
740000690,740018940,934412.1,6528730.2
740000690,740018957,942075.9,6539351.9
740000690,740018965,942459,6543030.4
740000690,740018973,935321.4,6544701.9
740000690,740018981,962331.6,6573223.7
740000690,740018999,998834.6,6542267.9
740018916,740019005,945353.9,6541167.4
740018916,740019013,975342.8,6558495.7
740018197,740019021,981950.8,6543690
740018197,740019039,963171,6559305.2
750825846,740019047,971890.3,6594380.1
740000690,740019054,942947.8,6565184
740000690,740019062,940209.4,6552848.7
740000690,740019070,956006.7,6521606
740000690,740019088,928488,6550489
740000690,740019096,965171.9,6543657.4
740000690,740019104,981572,6595720.1
740000690,740019112,955888.3,6575877.7
740000690,740019120,970115.7,6560323.7
740000690,740019138,979743.5,6534879
740000690,740019146,949335.8,6532072.4
740000690,740019153,986001.4,6571091.3
740000690,740019161,988351.5,6543253.5
740000690,740019179,966286.9,6587837.4
740000690,740019187,972028.1,6594439.1
740000690,740019195,952383.6,6564960.1
740000690,740019203,955844.9,6557437.2
740000690,740019211,987913.9,6538939.5
740000690,740019229,981094.1,6543947.9
740000690,740019237,987991.1,6560552.9
740000690,740019245,974367,6556929.6
740000690,740019252,943590.5,6534134.6
740000690,740019260,977231.9,6562661.1
740000690,740019278,957959.2,6537037.8
740000690,740019286,972135.4,6584079.3
740000690,740019294,951426.9,6549258.2
740000690,740019302,974579.4,6591702.4
740000690,740019310,934534.9,6561808.3
740000690,740019328,966908.5,6565773.4
740020458,740019336,928445.1,6533890.3
740020458,740019344,949218.9,6570944.5
740020458,740019351,981310.1,6543943.3
740008511,740019369,940870.3,6538851.9
740008511,740019377,967229.3,6591788.2
740008511,740019385,963314.7,6558801.7
740019393,740019401,942510.7,6538029.1
740785571,740019419,955938.3,6557233.9
740019443,740019435,951764.7,6571947.7
740019443,740019450,941929.7,6537076.2
740019468,740019476,974581.7,6558102.2
740019484,740019492,929280.4,6532386.2
740019526,740019534,941586.1,6538406.8
740019542,740019559,945430.5,6544494.5
740013578,740019567,981457,6543751
750074106,740019575,948587.9,6570265.5
740019583,740019591,955925.1,6557417.5
740019609,740019617,941600.5,6541668.3
740019625,740019633,967324.6,6590419.8
740016126,740019641,950033.5,6571581.9
730784659,740019658,941583.5,6537184.3
740781133,740019666,941430.4,6542060.5
740781133,740019674,957920.4,6536840.3
740781133,740019682,941479.8,6541931.6
740781133,740019690,937474.6,6565482.5
740790258,740019708,956182.7,6566236.9
740790258,740019716,967271.5,6590055.7
730784659,740019724,942657.4,6538625.1
750721219,740019732,981162,6544764.1
750721219,740019740,942571.4,6538093.7
730784659,740019757,949518.1,6571092.5
730784659,740019765,967597,6591570.4
730784659,740019773,949518.1,6571092.5
740019781,740019799,949986.9,6570612.4
740790258,740019807,982153.5,6543823.8
750069353,740019815,967660.9,6591697.4
740014188,740019831,981397.5,6543894.2
740019849,740019856,945570.2,6530889.6
740013578,740019864,928641.8,6533349.1
740016829,740019872,968051.7,6591550.9
740016829,740019880,949661.9,6571209
740016829,740019898,963382.1,6558822.5
740016985,740019906,946458.2,6536396.9
740016985,740019914,942064.1,6537414.9
740019922,740019930,956410.6,6577719.5
740787858,740019948,940006.1,6537051.5
740787858,740019955,927916.9,6533634.9
740787858,740019963,927916.9,6533634.9
740787858,740019971,940006.1,6537051.5
740787775,740019989,976708.3,6558296.8
740787775,740019997,976708.3,6558296.8
740787775,740020003,955710.3,6557871.9
740787775,740020011,955710.3,6557871.9
740787858,740020029,940484.1,6552015.6
740787759,740020037,967117.3,6590308.9
730011202,740020045,952974.6,6570380.9
740020052,740020060,956182.7,6566236.9
740787742,740020078,950539.3,6569353.4
740787742,740020086,950539.3,6569353.4
690793435,740020102,954856.3,6557962.6
740020110,740020128,940248.9,6552879.6
740020136,740020144,975232.9,6558326.8
740020425,740020169,929635.7,6534838.3
740020177,740020185,939252.8,6540014.3
730011202,740020193,952974.6,6570380.9
740000708,740020201,964083.6,6558923.1
740013446,740020219,941307.2,6538814
740014188,740020227,938402.4,6537141.7
740014188,740020235,919533,6543631.5
730011012,740020243,936845.7,6536132.3
740785035,740020284,967324.6,6590419.8
730011012,740020300,944292.1,6543094
740020292,740020326,943005.1,6537457.8
740020292,740020334,943005.1,6537457.8
750808511,740020342,952976.8,6570245.4
740020359,740020367,948548.6,6530304.3
740781133,740020409,938404.8,6542070.2
740790258,740020417,956182.7,6566236.9
740787734,740020433,952276.3,6563232.7
740787734,740020441,939543.5,6539970.1
740787759,740020466,969340,6592842.4
740790258,740020490,956182.7,6566236.9
740781133,740020508,941479.8,6541931.6
740001839,740020516,982010.2,6543820.2
420019838,740020524,928226.7,6533970.8
740020532,740020540,965515.2,6543732.9
740020565,740020573,938404.8,6542070.2
740020581,740020599,926650.9,6550829
740020607,740020615,982010.2,6543820.2
740020623,740020631,967324.6,6590419.8
740020649,740020656,950150.5,6524748.6
740020664,740020672,965530,6539734.6
740007570,740780010,976106.3,6595248
740007596,740780036,987280.9,6539671.2
740007604,740780044,966820.9,6591384.1
690793435,740780051,944630.5,6539618.4
930019484,740780119,974157.9,6594899.1
920030939,740780135,976628.5,6558614
750005068,740780143,976320.2,6595115.4
310021373,740780176,974495,6559257.4
920030269,740780184,987310,6541625.6
740000112,740780416,944027.7,6543590.8
740000120,740780424,942404.1,6537761.7
920033180,740780986,947213.4,6544074.9
740000211,740781026,951255.3,6572180.3
920030905,740781034,943611.7,6536013.8
690793435,740781042,969274.1,6591076.8
740787734,740781059,940136.1,6537611.4
740787858,740781075,940006.1,6537051.5
740787775,740781083,962677.5,6558667.9
740787791,740781109,941986.6,6538074.9
750721219,740781125,942772.3,6539539.3
740790258,740781141,956182.7,6566236.9
740001839,740781166,999233.4,6542291.7
740001839,740781224,982010.2,6543820.2
740000310,740781232,957642,6536442.6
740000344,740781265,942795.4,6540725.4
690793435,740781273,956441.5,6521090.9
740000344,740781299,942836.2,6540688.3
740787742,740781307,949965.5,6569496
740787775,740781323,986937.8,6541766.2
740787759,740781349,968643,6591781.4
750721219,740781356,979565.2,6534775.7
750721219,740781364,968496.9,6555971.7
740000419,740781398,975109.6,6558682.3
740000369,740781414,993550.5,6541238.1
740015060,740781448,942571.4,6538093.7
740000377,740781489,955975.5,6521660.7
740000385,740781497,980149.7,6535276
740000393,740781513,979606.8,6562659.6
740787791,740781919,949389,6570923.1
740009485,740783063,940335.5,6538425.6
740000419,740783089,944481.8,6541011
690796602,740783139,941875.7,6538297.1
750721219,740783162,966616.3,6591332.9
750721219,740783188,950550.4,6571919
740781133,740783246,942571.4,6538093.7
740785035,740783279,963130.6,6559049
740785035,740783287,976742.9,6558319.9
740785035,740783295,981461.6,6544335.5
740785035,740783311,967324.6,6590419.8
690796602,740783329,976644.5,6557785.8
740000427,740783337,944292.1,6543094
740787775,740784368,986937.8,6541766.2
740787775,740784376,962677.5,6558667.9
740785571,740784384,955539.2,6557246.2
740787726,740784392,926610.3,6550666.1
740785548,740784400,975690.1,6595074.6
740785613,740784418,987405.1,6542358.8
740780168,740784426,975925.2,6558366.9
740785662,740784459,967617.5,6591891.5
740785498,740784475,950147.1,6570152.1
740009485,740784491,941785.9,6539282.4
740009485,740784509,942300.5,6539982.7
740009485,740784517,941955.4,6537639.4
740000435,740784681,942800.4,6538693.9
750713406,740784731,942571.4,6538093.7
740015052,740784822,977714.7,6562164.7
740787858,740784855,940006.1,6537051.5
740787742,740784863,950428.2,6569493.3
740787759,740784871,969340,6592842.4
740787759,740784889,969340,6592842.4
740787858,740784905,940006.1,6537051.5
740787734,740784913,942640.4,6540447.9
740787650,740784921,940217.5,6537550
740787650,740784947,952899.3,6572766.3
740787759,740784962,964708.8,6573871.4
690793476,740784970,944251.2,6540377.5
740000773,740784996,952918,6583154
740013446,740785019,941307.2,6538814
740013446,740785027,941571.1,6540193.6
740781133,740785118,937772.3,6565262.6
930019229,740785126,956182.7,6566236.9
740790258,740785134,963110,6559032
740787775,740785142,963948.3,6557713.1
740000591,740785225,940164.2,6552955.7
740000609,740785241,943115.7,6539200.2
750721334,740785274,955705.6,6575212.8
740787791,740785290,967207,6591411.7
740785035,740785308,950711.8,6569707
740015052,740785316,967975.8,6592298.6
930019229,740785365,941479.8,6541931.6
690796602,740785381,942872.6,6539720.9
740017629,740785399,948548,6571333.2
740017629,740785407,931241.2,6560303.8
690050869,740785415,965965.3,6590737.6
740787650,740785449,975424.7,6559221.8
740001763,740785845,974751.2,6559483.1
740000674,740785852,967476.2,6591388.1
740787775,740785878,981481.7,6544988.3
740000690,740785894,942459,6543030.4
740000708,740785910,964086.3,6558928.4
740781182,740785928,956809.3,6556837.5
740000724,740785936,974367,6556929.6
740787775,740785944,976708.3,6558296.8
740787775,740785951,981248.4,6544343.5
740787742,740785969,950539.3,6569353.4
740787734,740785977,942640.4,6540447.9
010785921,740786223,976019.7,6595137
740787981,740786264,941332.8,6539858.3
740787981,740786272,942599.1,6540330.6
740787791,740786298,939462.6,6539875.7
740790126,740786314,967714.6,6591600.7
740790126,740786322,928388.8,6533846.4
750720468,740786371,947283.7,6567401
740781133,740786389,942607.3,6537453.9
750713406,740786447,968029.8,6591578.9
740000773,740786496,952918,6583154
740000849,740787056,968066.7,6591618.4
740000922,740787478,940592,6539783.9
740007851,740787510,949536.2,6570304
740781182,740787536,956809.3,6556837.5
740001839,740787544,982007.7,6543661.3
740016795,740787551,929044.4,6533691.4
740000427,740787593,951203.3,6549262.6
740781133,740788005,940639.6,6537224.5
740001839,740788013,999972.3,6542809.6
740781208,740788021,927866.6,6534025.9
740790258,740788039,948783.7,6571717.2
740790381,740788070,966482,6591265.3
740781133,740788088,937772.3,6565262.6
740781190,740788104,963210.3,6564872.6
740009485,740788179,943477.2,6540471.2
740001128,740788583,942404.1,6537761.7
920040862,740788617,982070.6,6543867.5
690796552,740788641,981119.9,6546130.5
740787759,740788724,968643,6591781.4
740781190,740788732,963210.3,6564872.6
740790258,740788757,972297.7,6557633.4
750059636,740789003,988006.4,6543225.7
740787759,740789045,967807.5,6587840.9
690003728,740789060,967694.2,6592576.7
740000690,740789128,982441.7,6591084.4
740781133,740789185,941479.8,6541931.6
740790381,740789193,967324.6,6590419.8
740790258,740789201,956182.7,6566236.9
740781893,740789375,952412.3,6564154.5
740011366,740789409,959190.4,6579670.5
740010848,740789417,960177.5,6556822.6
740001219,740789425,946399.8,6536717.9
740787858,740789433,937444.5,6552609.2
740000690,740789458,981291.6,6544504.7
740000690,740789474,942459,6543030.4
740000377,740789524,950115.8,6523423.7
740781208,740789532,927794.7,6533893.2
690796552,740789649,948738,6571708.5
740790381,740789656,967713,6590142.1
740787775,740789672,977163.7,6557677.3
740017629,740789698,961666.3,6565637.2
130787005,740789789,967770.9,6591345.6
690796552,740789821,939396.8,6542265.1
740787742,740789870,950539.3,6569353.4
740787742,740789888,950539.3,6569353.4
740787791,740789953,981231.3,6543724
750713406,740790050,949301.4,6570934.2
740790084,740790092,950631.5,6570006.6
740000377,740790100,945577.4,6531367.4
740780168,740790118,979882.5,6553348.9
740000591,740790191,945336.2,6550251.9
740787775,740790209,980661.7,6552002.4
740790217,740790225,934668.5,6561747.3
740790233,740790241,937192.4,6525926.4
740790308,740790316,919639.7,6544097.2
740787791,740790357,928696.6,6533401.2
740787734,740790373,940136.1,6537611.4
740781133,740790399,928549.7,6533789.5
740781133,740790407,956268.3,6521739.1
740781133,740790415,941142.7,6537067.8
740785035,740790431,956760.7,6556619.4
740785035,740790464,975374.6,6595046.4
740781133,740790472,919639.5,6543806.6
740781133,740790480,926509.4,6550746.6
740790043,740790530,941564.2,6536101.9
740000344,740790571,942836.2,6540688.3
740788351,740790696,966427.5,6565528.5
750003014,750000010,649246.9,6861757.1
750062036,750000069,653689.1,6866744.3
920809829,750000085,649780.1,6859269.5
940026677,750000184,655977.7,6863475.2
750039612,750000226,649461.4,6861193.9
750828717,750000259,654945.5,6864074.4
750720583,750000325,656208.5,6864038.8
750712184,750000341,652680.8,6860110.3
750712184,750000358,646819.5,6860166.4
920039914,750000366,652020,6865172.9
750015968,750000408,652325.8,6862840.9
750000440,750000457,649049.9,6864119.4
750110025,750000481,653932.7,6861430.2
750062036,750000499,651577,6859114.1
750058844,750000507,649463.3,6859155
750150120,750000523,649433.9,6859128.2
750150229,750000549,654387.5,6864433.4
750022238,750002164,650904.6,6858575.5
750720583,750002172,653327.5,6859114.2
750072605,750002198,656465.4,6860165.9
750810590,750002214,655061.2,6865191.1
750062036,750002230,652352,6864481.2
920809829,750002255,650565.9,6865260
750815821,750002271,655744.9,6863837.2
750002289,750002297,649669.6,6858725.3
940721418,750002396,655640,6863286.5
920809829,750002404,650357,6859211.4
750810590,750002503,648563.2,6860230.3
750060709,750002552,650116.9,6861235.7
750719361,750002560,647113.7,6860620.7
750002586,750002594,656025.5,6864260.1
750719361,750002602,653893.9,6858445.3
750719239,750002651,653727.1,6859272.8
750719726,750002677,652206.5,6862950
750002446,750002693,653458.4,6863709
750720591,750002883,654744.4,6859876.3
750805483,750002966,652685,6865392.1
750805483,750002974,651728.1,6864346.6
750720583,750003006,651413.8,6866613.7
750003022,750003030,648478.7,6859708.8
780020111,750003055,655424.6,6861251.1
750062036,750003162,655151.1,6865078
750062036,750003170,656291.8,6864008.3
750062036,750003196,656536.9,6862248.2
750062036,750003220,655097.8,6864227.1
750062036,750003253,655344.9,6865011
750062036,750003287,653357.3,6864093.4
750062036,750003295,654949.1,6863902.9
250018611,750003360,654878.3,6860432.3
310021191,750003378,655097.3,6865249.1
750000127,750003410,654300.1,6863298
750804403,750003535,653846.9,6860553.5
750003592,750003600,650928.8,6859063.2
750045775,750003642,656246.3,6862720.2
750003683,750003691,655251.1,6859932.4
750062036,750003931,651272.8,6861266.6
750026239,750003972,656230.1,6863555.5
750002008,750003980,652996.4,6863986
250015658,750004020,650521.2,6859164.2
750049173,750004152,652048.3,6860183.5
750049066,750004483,648898.9,6863368.5
750721235,750005399,652409.5,6858743.3
750062036,750005449,647341.2,6863674.9
750062036,750005688,648165.8,6860021.8
750062036,750005738,651907.2,6860763.6
750062036,750005779,647045,6861940.7
750062036,750005829,647607.3,6863156.4
750062036,750005878,645849.5,6859883.7
750062036,750005928,653113.5,6863785.1
750062036,750005969,651896.7,6864539.9
780020111,750006009,654494.5,6862995.6
750062036,750006058,652345.3,6865919.3
750062036,750006108,654470.7,6864040.4
750062036,750006249,648035.9,6864465.3
750062036,750006298,650592.1,6864724.3
750062036,750006348,650333.2,6861779.4
750062036,750006389,650489.4,6865953.3
750062036,750006439,649270.8,6864943
940016819,750006538,654064.3,6863017.4
940016819,750006579,654750.5,6862437.8
940016819,750006629,654985.4,6860797.8
940016819,750006678,655576.5,6859951.2
750050536,750006744,646892.4,6863085.3
940016819,750006769,652542.5,6862679.6
930026331,750006777,646786,6861159.8
940016819,750006868,652988,6861684.9
750007056,750007064,647575.2,6864526.8
750062036,750007288,650804.9,6866075
750062036,750007338,653071.4,6865996.1
750804940,750007528,651406.4,6864330.8
750819294,750007544,656256.8,6861715.1
750720674,750007619,649481.6,6859228.2
750719270,750007668,650574.7,6864590.8
750007759,750007809,650956.2,6858854.5
750721391,750007999,656208.3,6864023.8
920028560,750008039,653972.2,6858635.7
750062036,750008088,652273.3,6862456.8
750000127,750008278,653440.9,6862545.9
940002033,750008302,649433.9,6859128.2
750805483,750008328,649481.6,6859228.2
750712184,750008344,651023.4,6859381.9
780020541,750008377,655054.2,6862767.4
750720674,750008419,650059.3,6858700.9
750008435,750008443,651268,6862864.4
750008450,750008476,650681.4,6863060.5
750008484,750008492,651750.5,6862909.6
750008500,750008526,651589.8,6862857
750008567,750008575,651317.3,6862706.7
750008583,750008591,651699.2,6862664.1
750008617,750008625,650932.4,6863107.3
750008633,750008641,652056.7,6862871.9
750008666,750008674,651411.3,6863146.1
750008682,750008690,651184.6,6863079.9
750008716,750008724,651888.5,6862420.6
750008732,750008740,651046.4,6862958.6
750008757,750008765,650496.6,6863395.6
750008773,750008781,651840.2,6862443
750008807,750008815,651734.7,6862579.3
750008823,750008831,651552,6862665.8
750008906,750008914,652327.6,6863532.5
750008922,750008930,650831.4,6863401.8
750008955,750008963,651283.6,6863597.9
750008971,750008997,651077,6863279.1
750009003,750009011,651210.3,6863565.7
750009052,750009060,651959.5,6862970.2
750009102,750009110,651774.7,6863587.3
750009136,750009144,651813.5,6863660.8
750009151,750009177,652083.5,6862997.7
750009185,750009193,652097.6,6863087.8
750009235,750009243,652106.3,6863162.5
750009250,750009276,652371.9,6862899.2
940026677,750009318,650941.5,6866775.2
750009300,750009326,652443.7,6863295.1
750009433,750009441,651309.4,6863195.4
750009466,750009474,652746.5,6862978.5
750009482,750009490,653584.5,6862336.1
750009516,750009524,653309.1,6862682.2
750009532,750009540,653156,6862772.7
750009573,750009581,652642.1,6862721.3
750009656,750009664,652649.6,6862513.2
750009672,750009680,652451.8,6862594.5
750009722,750009730,652756.9,6863385.5
750009755,750009763,652494.6,6863074.4
750009771,750009797,652580.4,6863268.4
750009805,750009813,653472.5,6862875.3
750009854,750009862,653095.2,6863052.6
750009870,750009896,653193.6,6863137.4
750009904,750009912,653358.3,6862071.5
750009920,750009946,653362.3,6862171
750009953,750009961,653373.7,6862533
750010001,750010035,652600.6,6862075.9
750010043,750010050,652625.1,6862156.8
750010076,750010084,652569.1,6862522.8
750010092,750010100,653670.2,6861741.7
750720856,750010118,652139.4,6863240.4
750072043,750010126,652371.2,6862892.6
750010134,750010142,652734.9,6862052.1
750000127,750010159,656050.1,6860464.6
750010167,750010175,652798.1,6861514.1
750010217,750010225,653387.7,6861516.6
750010233,750010266,652580.3,6861637.3
750010274,750010282,652785.6,6861957
750010209,750010308,651046.3,6859681.2
750720914,750010324,653181.7,6858896.2
750002008,750010332,652393.2,6860363.1
750010316,750010340,652803.1,6862423.1
750010357,750010365,653463,6861687.4
750813305,750010381,650805.9,6861046.2
750075681,750010407,652023,6861315
750010373,750010415,653282.5,6861773.9
750010423,750010431,653071.7,6861865.5
750010472,750010480,652308.1,6862226.8
750010514,750010522,652223.2,6862323.6
750075681,750010555,650095.6,6864235.3
750010530,750010563,652288.4,6862478.2
750010571,750010597,652592.4,6862310.5
750010605,750010613,652609.2,6862377.1
750010621,750010654,652888.5,6861935.4
750010662,750010670,653571.8,6861719.3
750806317,750010712,650645,6864473.8
750010696,750010720,652863,6862122.1
750010746,750010753,652293.1,6860053.3
750010787,750010795,651989.5,6860245.1
750076838,750010829,653472.5,6863715
750010845,750010860,652373.7,6861085.6
750022238,750010878,654676,6865522.5
750806499,750010894,653628.2,6864729.3
750010886,750010902,652204.7,6861155.7
750010910,750010936,651661.5,6860869.5
750010944,750010951,651715.4,6860629.8
750010977,750010985,651823.1,6860367.2
750010928,750011009,653798.4,6863030.3
750010993,750011025,652773.1,6860175.2
750011033,750011041,653195.7,6860303.4
750809956,750011066,656054.4,6859592
750804692,750011074,655853,6859401.5
750026569,750011108,653181.7,6858896.2
750000515,750011124,652880.2,6860029
750002008,750011157,652960.6,6858951.2
750011918,750011165,652509.2,6857901
750011140,750011173,652170.4,6861441.1
750821027,750011199,651997,6859089.5
750076721,750011215,652681.6,6858746.4
750011181,750011256,652642.2,6860603.7
750721235,750011298,652409.5,6858743.3
750011306,750011314,652447.3,6860481.7
750011322,750011330,652414.7,6860890.3
750809931,750011363,651460.8,6859318.2
750011405,750011413,652478.7,6860638.3
750011421,750011447,652406.5,6860271.8
750011496,750011504,652273.8,6860370.8
750011546,750011553,652277,6860083.6
750011561,750011587,652356.7,6859862.9
750011595,750011603,651999.7,6859939.6
750011611,750011637,651587.5,6860075.2
750011645,750011652,651520.7,6860099
750011660,750011686,651364.5,6860157.8
750814865,750011702,647698.2,6863735.9
750011678,750011728,654888.6,6865402.5
750011744,750011751,652553.2,6861226.6
750011793,750011801,652309,6861286.5
750719361,750011819,653055.7,6859300.4
750011835,750011843,651999.3,6861431
750011876,750011884,651770.4,6860827.8
750805483,750011900,652573.9,6865794
750011892,750011934,651668,6860514.1
750011942,750011967,651607.2,6860284.7
750011975,750011983,653093.9,6860171.5
750821076,750012007,650564.6,6865512.9
750012031,750012064,652553.4,6859916.3
750818916,750012080,655206.6,6864603
750720484,750012098,653817.9,6865289.9
750012072,750012106,651645.7,6861056.9
750012114,750012122,651444.8,6860478.5
750818726,750012148,655371.1,6864014.1
750012130,750012155,651826.5,6861299
750720856,750012213,654117.4,6863633.5
750012221,750012247,651685.4,6860976.4
750721391,750012288,653693.3,6858816.2
750012270,750012296,651086.8,6861677.7
750000556,750012304,649260.7,6860282.9
750810277,750012338,647168.8,6860763.2
750712341,750012379,648801,6860835.4
750012361,750012403,650485.6,6861202
750002982,750012429,659718.2,6859458.5
750812836,750012437,651538.7,6863253.4
750012411,750012445,650451.7,6861158.3
750031809,750012478,653817.5,6863242.8
750012460,750012486,650079.3,6860871.5
750002008,750012494,653097.5,6858935.8
750720583,750012510,647968.2,6860758.9
750012502,750012536,651720.9,6861580.2
750012577,750012585,651480.4,6861744.5
750012593,750012601,650843.9,6860984.5
750075681,750012619,650331.5,6864109.9
750805483,750012635,652829.2,6862951.9
750012627,750012643,651191.9,6861640.1
750002008,750012650,649973.3,6859225.6
750812836,750012668,653553.3,6858074.9
750012684,750012692,651076.5,6861611.6
750720468,750012718,652850.2,6858573.2
750012734,750012742,651294.6,6861842
750810269,750012767,649903.1,6860465.5
750012775,750012783,651048.1,6861975.4
750012791,750012833,651596.2,6861173.8
750012882,750012890,651143.5,6860271.3
750012916,750012924,650656.6,6860937.9
750012957,750012965,650769.9,6860654.9
750012973,750012981,650736.1,6861172.9
750013021,750013047,650542.7,6860866.9
750013070,750013096,651507.6,6861541.6
750013120,750013146,651821.6,6861576
750013153,750013161,650558.9,6861026
750013187,750013195,651337.9,6861476.8
750013252,750013260,651347.9,6861807.9
750013229,750013278,656326.7,6862701
750013336,750013344,650127.2,6861125
750013351,750013377,650049.9,6861076
750013401,750013427,650854.1,6860639.9
750013435,750013443,650526.7,6861517
750013450,750013476,650718.9,6862220.5
750013484,750013492,650614.6,6862044.9
750013500,750013526,650475.5,6861935
750013534,750013542,650397.7,6861778.4
750720351,750013559,654927.3,6863938.3
750013583,750013591,650422.5,6862408.9
750013633,750013641,648975.5,6862122.7
750015968,750013658,654783.7,6865294.9
750013666,750013674,649982.6,6862423.2
750013682,750013690,649932.5,6862170.9
750013716,750013724,649481.1,6861377.8
750013807,750013815,650426.9,6861878.8
750013823,750013831,649187.9,6862202.7
750013906,750013914,649238.5,6862029.1
750013922,750013930,649198.1,6861935.9
750013955,750013963,650269.5,6862185.6
750805483,750013989,650045.2,6865244.6
750014003,750014011,649269.8,6861151.4
750014037,750014045,648502.1,6862379.2
750014052,750014060,648722.6,6862421.6
750014102,750014110,649302.8,6862416.6
750014078,750014128,654879.9,6864254.4
750014136,750014144,649113.7,6862392.8
920030269,750014169,650478.3,6866157.2
750014151,750014177,648921.3,6862328.9
750014185,750014193,648770.9,6862257.7
750014235,750014243,650344.8,6862222.9
750014250,750014276,649978.3,6861049.5
750014300,750014326,648520.1,6861658.7
750014367,750014375,650023.3,6861526.3
750014417,750014425,649131.2,6861804.5
750014433,750014441,650628,6864389
750014466,750014474,650631.9,6864498.6
750014482,750014490,650433.5,6863926.9
750014516,750014524,650533.1,6864978
750014557,750014565,649251.9,6864059.4
750014573,750014581,649627.2,6864287.6
750014623,750014631,649031,6863620.7
750014672,750014680,648919.9,6863676.5
750014706,750014714,648433.8,6863870.6
750014722,750014730,650384.1,6863687.7
750014755,750014763,650452.3,6864764.6
750014805,750014813,649097.7,6864395.5
750014854,750014862,649642,6863779.4
750720740,750014888,651282.4,6859878.5
750014870,750014896,648542.4,6864396.1
750014904,750014912,649155.4,6863502.9
750014920,750014946,649155.4,6863502.9
750014953,750014961,649012.9,6864111.6
950003319,750014979,653222.3,6866249.3
750014987,750014995,648698.4,6864019
750015000,750015026,650043.7,6864102.8
750015034,750015042,649900.3,6864133
750015067,750015075,649464.2,6863499.1
750015083,750015091,649201.7,6863724.7
750062036,750015109,656636,6861634
750015117,750015125,648896.7,6863262.2
750015133,750015141,650623.5,6864598.9
750015166,750015174,649969.5,6864239.5
750015182,750015190,649849.7,6864448.7
750015216,750015224,649819,6864429.5
750015273,750015281,649701.6,6864176.7
750015307,750015315,649820.9,6863879.9
750015323,750015331,649819.8,6864149.5
750015422,750015430,650238.5,6864313.1
750015455,750015463,649973.9,6864655.8
750015471,750015497,650467.6,6864194.2
750015505,750015513,650516.9,6864159.9
750015554,750015562,648416.6,6864192.4
750015570,750015596,648810.4,6863832.8
750015604,750015612,652120,6863995.3
750015620,750015646,650692.7,6863898.6
750015653,750015661,651034.1,6865052.7
750720856,750015679,654134.8,6863625.6
750015703,750015711,651954.8,6863968.5
750015752,750015760,650726.8,6863746.2
750054157,750015778,653978.7,6859963.8
750015786,750015794,651057.6,6864230.8
750015802,750015810,651062.4,6864004.8
750015836,750015844,651513.9,6864863.1
750015851,750015877,650720.1,6865033.8
750015885,750015893,650791.5,6864634.2
750058646,750015919,659718.2,6859458.5
750015984,750015992,651647.4,6864061.5
750016016,750016024,652303.3,6864758.7
750016032,750016040,651810.8,6863828.7
750016057,750016065,651784.6,6863963.5
750016107,750016115,651211.6,6864727.4
750016123,750016131,651168,6863831.2
920001419,750016198,652779.3,6863881.7
750016206,750016214,651266.2,6863957.7
750804767,750016248,653813.3,6865683.3
750016255,750016263,651871.3,6864168.5
750016321,750016347,651546.8,6864308.5
750016370,750016396,651587.6,6864519.6
750016404,750016412,651689.4,6864273.8
750016453,750016461,652084.1,6864501.4
750016487,750016495,652253.3,6864595.5
750016503,750016511,650943,6863979.6
750016537,750016545,651373.7,6864532.9
750016552,750016560,651415.3,6864860.8
750016586,750016594,652250.2,6865023.2
750016602,750016610,652140.7,6865003.9
750016636,750016644,651889.2,6864975.9
750016685,750016693,651962.2,6864438.3
750016669,750016719,653472.5,6863715
750016701,750016727,652034.6,6864589.7
750016750,750016776,651299.6,6864295.5
750016834,750016842,652006.2,6864203
750058844,750016859,649925.2,6859403.8
750016867,750016875,652044.7,6864863.8
750016883,750016891,651619.1,6864688.7
750016933,750016941,650575.2,6863612.6
750057291,750016958,646293.9,6861477.6
750016966,750016974,650964.4,6863667.9
750017071,750017097,653622,6865066.8
750017105,750017113,653301.8,6863416.1
750017121,750017147,652431.1,6863537.7
750017170,750017196,653026,6863567.4
750017204,750017212,652686.2,6863826.1
750017220,750017246,652591,6864596.4
750017287,750017295,652876.7,6864586.3
750017303,750017311,652589,6864677.9
750017337,750017345,652958.7,6864205.1
750017386,750017394,653983.9,6863574.1
750017402,750017410,654158.5,6863673.2
