"","fi","an","fi_ej","rs","grp","stjr","cat","dep","reg","espic","COMINSEE","DISCI","DISCIPLINE","LIT","SEJHC","JOU","PLA","SEJHP","PAS","SEJACC","IVG","SEHEM","SERAD","SECHI"
"2510","390780575",2024,"690046339","POLYCLINIQUE DU PARC","09",2,128,"39","27",0,"39198",21100,"Médecine",4,53,355,10,17,NA,NA,NA,NA,NA,NA
"2511","390780575",2024,"690046339","POLYCLINIQUE DU PARC","09",2,128,"39","27",0,"39198",21200,"Chirurgie",36,1925,4792,15,5208,NA,NA,NA,NA,NA,NA
"2512","390781193",2024,"390000768","MAISON SOINS ADLCA BLETTERANS","09",3,365,"39","27",6,"39056",21100,"Médecine",20,386,6150,NA,0,NA,NA,NA,NA,NA,NA
"2513","390781193",2024,"390000768","MAISON SOINS ADLCA BLETTERANS","09",3,365,"39","27",6,"39056",24000,"Soins de suite et réadaptation",40,215,10449,NA,0,NA,NA,NA,NA,NA,NA
"2514","390784833",2024,"390780609","EHPAD USLD ARMAND TRUCHOT CH DOLE","04",1,362,"39","27",1,"39198",25000,"Soins de longue durée",32,16,11712,NA,NA,NA,NA,NA,NA,NA,NA
"2515","390786408",2024,"210012290","UNITE DE DIALYSE DE DOLE","07",3,146,"39","27",6,"39198",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,5243,NA,NA
"2516","400000105",2024,"400780193","CENTRE HOSPITALIER DAX","04",1,355,"40","75",1,"40088",21100,"Médecine",210,13637,74499,27,4475,41188,NA,NA,NA,17309,11060
"2517","400000105",2024,"400780193","CENTRE HOSPITALIER DAX","04",1,355,"40","75",1,"40088",21200,"Chirurgie",67,4288,20269,26,5432,NA,NA,NA,NA,NA,NA
"2518","400000105",2024,"400780193","CENTRE HOSPITALIER DAX","04",1,355,"40","75",1,"40088",21300,"Gynéco-Obstétrique",25,1906,5116,4,9,NA,799,228,NA,NA,NA
"2519","400000105",2024,"400780193","CENTRE HOSPITALIER DAX","04",1,355,"40","75",1,"40088",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",15,623,5708,43,6789,NA,NA,NA,NA,NA,NA
"2520","400000113",2024,"400011177","CH MONT DE MARSAN - SITE DE STE ANNE","14",1,355,"40","75",1,"40192",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",119,1176,30786,73,11247,NA,NA,NA,NA,NA,NA
"2521","400000139",2024,"400011177","CHI MONT DE MARSAN ET PAYS DES SOURCES","04",1,355,"40","75",1,"40192",21100,"Médecine",216,12186,64892,22,5745,39432,NA,NA,10840,NA,9270
"2522","400000139",2024,"400011177","CHI MONT DE MARSAN ET PAYS DES SOURCES","04",1,355,"40","75",1,"40192",21200,"Chirurgie",67,5551,24040,27,4995,NA,NA,NA,NA,NA,NA
"2523","400000139",2024,"400011177","CHI MONT DE MARSAN ET PAYS DES SOURCES","04",1,355,"40","75",1,"40192",21300,"Gynéco-Obstétrique",22,1225,5313,1,697,NA,1012,298,NA,NA,NA
"2524","400000147",2024,"400780268","CENTRE HOSPITALIER DE SAINT SEVER","04",1,355,"40","75",1,"40282",21100,"Médecine",13,532,3947,NA,0,NA,NA,NA,NA,NA,NA
"2525","400000147",2024,"400780268","CENTRE HOSPITALIER DE SAINT SEVER","04",1,355,"40","75",1,"40282",24000,"Soins de suite et réadaptation",30,401,11198,30,1556,NA,NA,NA,NA,NA,NA
"2526","400000147",2024,"400780268","CENTRE HOSPITALIER DE SAINT SEVER","04",1,355,"40","75",1,"40282",25000,"Soins de longue durée",40,38,14388,NA,NA,NA,NA,NA,NA,NA,NA
"2527","400000261",2024,"400780458","INSTITUT HÉLIO- MARIN LABENNE","09",3,109,"40","75",6,"40133",21100,"Médecine",15,92,910,1,178,NA,NA,NA,NA,NA,NA
"2528","400000261",2024,"400780458","INSTITUT HÉLIO- MARIN LABENNE","09",3,109,"40","75",6,"40133",24000,"Soins de suite et réadaptation",30,260,9880,NA,0,NA,NA,NA,NA,NA,NA
"2529","400000261",2024,"400780458","INSTITUT HÉLIO- MARIN LABENNE","09",3,109,"40","75",6,"40133",25000,"Soins de longue durée",135,34,51872,NA,NA,NA,NA,NA,NA,NA,NA
"2530","400006607",2024,"400011177","USLD DE MORCENX","04",1,362,"40","75",1,"40197",25000,"Soins de longue durée",30,54,9962,NA,NA,NA,NA,NA,NA,NA,NA
"2531","400006730",2024,"330000266","ANTENNE AUTODIALYSE AURAD ST VINCENT","07",3,146,"40","75",7,"40284",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,2652,NA,NA
"2532","400007043",2024,"640000113","ANTENNE AUTODIALYSE ET UDM DAX","07",2,146,"40","75",0,"40088",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,8178,NA,NA
"2533","400007332",2024,"330000266","ANTENNE AUTODIALYSE AURAD MT MARSAN","07",3,146,"40","75",7,"40192",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,5419,NA,NA
"2534","400010906",2024,"330000266","ANTENNE AUTODIALYSE AURAD HAGETMAU","07",3,146,"40","75",7,"40119",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,2557,NA,NA
"2535","400011201",2024,"640017612","ANT. AUTODIALYSE NEPHROCARE-AIRE/ADOUR","07",2,146,"40","75",0,"40001",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,794,NA,NA
"2536","400014072",2024,"400014064","HOPITAL DE JOUR CMPA","15",2,161,"40","75",0,"40281",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",NA,NA,NA,20,6784,NA,NA,NA,NA,NA,NA
"2537","400015103",2024,"400015095","GCS PAYS DE L'ADOUR","09",3,697,"40","75",7,"40001",21100,"Médecine",24,2346,8998,NA,0,10751,NA,NA,NA,NA,NA
"2538","400015103",2024,"400015095","GCS PAYS DE L'ADOUR","09",3,697,"40","75",7,"40001",21200,"Chirurgie",14,552,2745,10,4448,NA,NA,NA,NA,NA,NA
"2539","400015103",2024,"400015095","GCS PAYS DE L'ADOUR","09",3,697,"40","75",7,"40001",24000,"Soins de suite et réadaptation",30,284,5671,NA,0,NA,NA,NA,NA,NA,NA
"2540","400015236",2024,"400015145","GCS DU MARSAN","09",3,697,"40","75",6,"40281",21100,"Médecine",5,9,52,0,0,NA,NA,NA,NA,NA,NA
"2541","400015236",2024,"400015145","GCS DU MARSAN","09",3,697,"40","75",6,"40281",21200,"Chirurgie",30,1490,1403,20,6093,NA,NA,NA,NA,NA,NA
"2542","400015533",2024,"400015491","HOPITAL DE JOUR HEGALDIA SUD LANDES","15",2,161,"40","75",0,"40036",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",NA,NA,NA,10,7883,NA,NA,NA,NA,NA,NA
"2543","400015863",2024,"400013801","CENTRE AMBULATOIRE BENESSE MAREMNE","15",2,161,"40","75",0,"40036",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",NA,NA,NA,15,2280,NA,NA,NA,NA,NA,NA
"2544","400780102",2024,"400000055","CLINIQUE NAPOLEON","09",2,109,"40","75",0,"40279",24000,"Soins de suite et réadaptation",90,908,29530,10,14310,NA,NA,NA,NA,NA,NA
"2545","400780250",2024,"400011177","CENTRE NOUVIELLE","04",1,355,"40","75",1,"40055",23000,"Hospitalisation à domicile",NA,NA,11321,45,334,NA,NA,NA,NA,NA,NA
"2546","400780250",2024,"400011177","CENTRE NOUVIELLE","04",1,355,"40","75",1,"40055",24000,"Soins de suite et réadaptation",110,855,34425,15,5967,NA,NA,NA,NA,NA,NA
"2547","400780250",2024,"400011177","CENTRE NOUVIELLE","04",1,355,"40","75",1,"40055",25000,"Soins de longue durée",32,34,11100,NA,NA,NA,NA,NA,NA,NA,NA
"2548","400780342",2024,"400000196","CLINIQUE JEAN LE BON","09",2,365,"40","75",0,"40088",21100,"Médecine",5,481,197,NA,0,NA,NA,NA,NA,NA,NA
"2549","400780342",2024,"400000196","CLINIQUE JEAN LE BON","09",2,365,"40","75",0,"40088",21200,"Chirurgie",10,516,705,20,9149,NA,NA,NA,NA,NA,NA
"2550","400780342",2024,"400000196","CLINIQUE JEAN LE BON","09",2,365,"40","75",0,"40088",21300,"Gynéco-Obstétrique",NA,0,0,NA,0,NA,0,19,NA,NA,NA
"2551","400780367",2024,"750720575","CLINIQUE FSEF AIRE-SUR-L'ADOUR","15",3,161,"40","75",6,"40001",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",65,584,15311,10,1735,NA,NA,NA,NA,NA,NA
"2552","400780375",2024,"400013801","CLINIQUE MAYLIS","09",2,161,"40","75",0,"40202",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",71,611,21862,20,7244,NA,NA,NA,NA,NA,NA
"2553","400780375",2024,"400013801","CLINIQUE MAYLIS","09",2,161,"40","75",0,"40202",24000,"Soins de suite et réadaptation",16,106,4180,NA,0,NA,NA,NA,NA,NA,NA
"2554","400780383",2024,"640010328","SMR SAINT LOUIS","09",3,109,"40","75",6,"40283",24000,"Soins de suite et réadaptation",45,307,12816,NA,0,NA,NA,NA,NA,NA,NA
"2555","400780425",2024,"400000246","CLINIQUE SMR PRIMEROSE","09",2,109,"40","75",0,"40304",24000,"Soins de suite et réadaptation",74,597,19924,NA,0,NA,NA,NA,NA,NA,NA
"2556","400780466",2024,"400000279","CLINIQUE SAINT MARTIN DE SEIGNANX","09",2,109,"40","75",0,"40273",24000,"Soins de suite et réadaptation",74,704,25326,5,5852,NA,NA,NA,NA,NA,NA
"2557","400780482",2024,"310021068","CLINIQUE MONTPRIBAT","09",2,109,"40","75",0,"40194",24000,"Soins de suite et réadaptation",83,885,17853,4,2143,NA,NA,NA,NA,NA,NA
"2558","400780888",2024,"400000535","SANTE SERVICE DAX -HAD-","09",3,127,"40","75",7,"40202",23000,"Hospitalisation à domicile",NA,NA,67066,200,1079,NA,NA,NA,NA,NA,NA
"2559","400781043",2024,"400780193","USLD LE LANOT CH DE DAX","04",1,362,"40","75",1,"40088",25000,"Soins de longue durée",85,67,25049,NA,NA,NA,NA,NA,NA,NA,NA
"2560","400782777",2024,"400780193","HOPITAL THERMAL DAX","04",1,355,"40","75",1,"40088",24000,"Soins de suite et réadaptation",59,451,9328,27,5254,NA,NA,NA,NA,NA,NA
"2561","400787354",2024,"400780193","CH DE DAX - SITE DU LANOT","04",1,355,"40","75",1,"40088",21100,"Médecine",NA,0,0,2,331,NA,NA,NA,NA,NA,NA
"2562","400787354",2024,"400780193","CH DE DAX - SITE DU LANOT","04",1,355,"40","75",1,"40088",24000,"Soins de suite et réadaptation",78,663,23804,2,665,NA,NA,NA,NA,NA,NA
"2563","400789715",2024,"330007386","ANTENNE AUTODIALYSE CADDD","07",2,146,"40","75",0,"40184",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,1933,NA,NA
"2564","400791018",2024,"400790994","CTRE. EUROPEEN REEDUCATION DU SPORTIF","09",2,109,"40","75",0,"40065",24000,"Soins de suite et réadaptation",146,2474,47245,20,10079,NA,NA,NA,NA,NA,NA
"2565","410000020",2024,"410000087","CH BLOIS SIMONE VEIL","04",1,355,"41","24",1,"41018",21100,"Médecine",287,10647,89972,24,633,53916,NA,NA,NA,NA,7226
"2566","410000020",2024,"410000087","CH BLOIS SIMONE VEIL","04",1,355,"41","24",1,"41018",21200,"Chirurgie",70,3320,17156,20,4863,NA,NA,NA,NA,NA,NA
"2567","410000020",2024,"410000087","CH BLOIS SIMONE VEIL","04",1,355,"41","24",1,"41018",21300,"Gynéco-Obstétrique",25,2219,7385,0,0,NA,1300,613,NA,NA,NA
"2568","410000020",2024,"410000087","CH BLOIS SIMONE VEIL","04",1,355,"41","24",1,"41018",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",30,653,8567,44,2165,NA,NA,NA,NA,NA,NA
"2569","410000020",2024,"410000087","CH BLOIS SIMONE VEIL","04",1,355,"41","24",1,"41018",24000,"Soins de suite et réadaptation",119,731,27173,16,2026,NA,NA,NA,NA,NA,NA
"2570","410000020",2024,"410000087","CH BLOIS SIMONE VEIL","04",1,355,"41","24",1,"41018",25000,"Soins de longue durée",100,70,35112,NA,NA,NA,NA,NA,NA,NA,NA
"2571","410000038",2024,"410000095","CH VENDOME - MONTOIRE","04",1,355,"41","24",1,"41269",21100,"Médecine",89,3697,28189,2,14,19775,NA,NA,NA,NA,2336
"2572","410000046",2024,"410000103","CH ROMORANTIN-LANTHENAY","04",1,355,"41","24",1,"41194",21100,"Médecine",71,5279,26136,3,649,24134,NA,NA,NA,NA,1072
"2573","410000046",2024,"410000103","CH ROMORANTIN-LANTHENAY","04",1,355,"41","24",1,"41194",21200,"Chirurgie",27,1095,5817,11,2423,NA,NA,NA,NA,NA,NA
"2574","410000046",2024,"410000103","CH ROMORANTIN-LANTHENAY","04",1,355,"41","24",1,"41194",21300,"Gynéco-Obstétrique",16,780,2351,NA,0,NA,390,53,NA,NA,NA
"2575","410000046",2024,"410000103","CH ROMORANTIN-LANTHENAY","04",1,355,"41","24",1,"41194",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",49,742,14627,70,7176,NA,NA,NA,NA,NA,NA
"2576","410000046",2024,"410000103","CH ROMORANTIN-LANTHENAY","04",1,355,"41","24",1,"41194",24000,"Soins de suite et réadaptation",57,616,19506,NA,0,NA,NA,NA,NA,NA,NA
"2577","410000046",2024,"410000103","CH ROMORANTIN-LANTHENAY","04",1,355,"41","24",1,"41194",25000,"Soins de longue durée",60,27,20557,NA,NA,NA,NA,NA,NA,NA,NA
"2578","410000053",2024,"410000111","CH SAINT AIGNAN","04",1,106,"41","24",1,"41198",21100,"Médecine",25,385,6227,NA,0,NA,NA,NA,NA,NA,NA
"2579","410000053",2024,"410000111","CH SAINT AIGNAN","04",1,106,"41","24",1,"41198",24000,"Soins de suite et réadaptation",30,299,9896,NA,0,NA,NA,NA,NA,NA,NA
"2580","410000202",2024,"410000319","POLYCLINIQUE BLOIS","09",2,365,"41","24",0,"41047",21100,"Médecine",69,2014,18216,15,2409,NA,NA,NA,25972,NA,7589
"2581","410000202",2024,"410000319","POLYCLINIQUE BLOIS","09",2,365,"41","24",0,"41047",21200,"Chirurgie",63,3269,10006,29,7792,NA,NA,NA,NA,NA,NA
"2582","410000202",2024,"410000319","POLYCLINIQUE BLOIS","09",2,365,"41","24",0,"41047",21300,"Gynéco-Obstétrique",20,678,2494,0,0,NA,571,1,NA,NA,NA
"2583","410000210",2024,"410000145","CH MONTRICHARD","04",1,106,"41","24",1,"41151",24000,"Soins de suite et réadaptation",15,146,4249,NA,0,NA,NA,NA,NA,NA,NA
"2584","410000277",2024,"410000467","CLINIQUE DE COUR CHEVERNY","15",2,161,"41","24",0,"41067",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",107,367,36991,30,7668,NA,NA,NA,NA,NA,NA
"2585","410000293",2024,"410000491","CLINIQUE DE CHAILLES","15",2,161,"41","24",0,"41032",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",101,774,36903,30,7792,NA,NA,NA,NA,NA,NA
"2586","410000418",2024,"440052041","INSTITUT MEDICAL DE SOLOGNE","09",2,109,"41","24",0,"41106",24000,"Soins de suite et réadaptation",179,2022,55188,40,6959,NA,NA,NA,NA,NA,NA
"2587","410000442",2024,"750005068","RCRF LA MENAUDIERE - CHISSAY","09",3,109,"41","24",6,"41051",24000,"Soins de suite et réadaptation",94,573,24675,10,5663,NA,NA,NA,NA,NA,NA
"2588","410000475",2024,"410000475","CLINIQUE MEDICALE DU CENTRE DE SAUMERY","05",2,161,"41","24",0,"41104",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",57,642,19054,23,6208,NA,NA,NA,NA,NA,NA
"2589","410003768",2024,"410000095","SERVICE PSYCHIATRIE-ANNEXE-CH VENDOME","14",1,355,"41","24",1,"41269",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",31,516,10720,25,20071,NA,NA,NA,NA,NA,NA
"2590","410004063",2024,"410000095","USSR CH DE VENDOME","04",1,355,"41","24",1,"41269",24000,"Soins de suite et réadaptation",80,456,16306,NA,0,NA,NA,NA,NA,NA,NA
"2591","410004998",2024,"410000871","CLINIQUE DU SAINT COEUR - VENDOME","09",2,365,"41","24",0,"41269",21100,"Médecine",6,71,509,NA,0,NA,NA,NA,NA,NA,NA
"2592","410004998",2024,"410000871","CLINIQUE DU SAINT COEUR - VENDOME","09",2,365,"41","24",0,"41269",21200,"Chirurgie",28,1478,5706,19,4417,NA,NA,NA,NA,NA,NA
"2593","410004998",2024,"410000871","CLINIQUE DU SAINT COEUR - VENDOME","09",2,365,"41","24",0,"41269",21300,"Gynéco-Obstétrique",NA,0,0,1,128,NA,NA,NA,NA,NA,NA
"2594","410005003",2024,"440052041","HAD LOIR ET CHER","09",2,127,"41","24",0,"41018",23000,"Hospitalisation à domicile",NA,NA,73188,240,2341,NA,NA,NA,NA,NA,NA
"2595","410005011",2024,"920040862","C.I.R.A.D. - CHEMERY","07",2,146,"41","24",0,"41049",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,7481,NA,NA
"2596","410005284",2024,"330062639","THERAE CENTRE MEDICAL","09",2,109,"41","24",0,"41047",24000,"Soins de suite et réadaptation",112,1325,39682,4,3521,NA,NA,NA,NA,NA,NA
"2597","410005391",2024,"410000905","CRF L' HOSPITALET","09",3,109,"41","24",6,"41149",24000,"Soins de suite et réadaptation",36,106,10847,2,515,NA,NA,NA,NA,NA,NA
"2598","410005953",2024,"920040862","C.I.R.A.D. - VENDOME","07",2,146,"41","24",0,"41269",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,4176,NA,NA
"2599","410007371",2024,"410007363","CTRE RADIOTHERAPIE CANCEROLOGIE","18",2,698,"41","24",0,"41047",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,NA,20722,NA
"2600","410007553",2024,"920040862","C.I.R.A.D. - BLOIS (SITE CH DE BLOIS)","07",2,146,"41","24",0,"41018",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,10314,NA,NA
"2601","410011217",2024,"410011209","CTRE MED PREV READAPT CARDIO PNEUMO 41","09",2,109,"41","24",0,"41018",24000,"Soins de suite et réadaptation",NA,0,0,12,105,NA,NA,NA,NA,NA,NA
"2602","410011407",2024,"410000095","MATERNITE CENTRE HOSPITALIER VENDOME","04",1,355,"41","24",1,"41269",21300,"Gynéco-Obstétrique",15,473,1763,0,0,NA,402,12,NA,NA,NA
"2603","420000010",2024,"420780033","CH DE ROANNE","04",1,355,"42","84",1,"42187",21100,"Médecine",252,11773,76261,12,702,49826,NA,NA,17772,11620,8320
"2604","420000010",2024,"420780033","CH DE ROANNE","04",1,355,"42","84",1,"42187",21200,"Chirurgie",55,2936,15324,15,5870,NA,NA,NA,NA,NA,NA
"2605","420000010",2024,"420780033","CH DE ROANNE","04",1,355,"42","84",1,"42187",21300,"Gynéco-Obstétrique",25,1980,7826,1,383,NA,1378,287,NA,NA,NA
"2606","420000010",2024,"420780033","CH DE ROANNE","04",1,355,"42","84",1,"42187",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",52,754,14152,56,9493,NA,NA,NA,NA,NA,NA
"2607","420000010",2024,"420780033","CH DE ROANNE","04",1,355,"42","84",1,"42187",23000,"Hospitalisation à domicile",NA,NA,1287,50,69,NA,NA,NA,NA,NA,NA
"2608","420000010",2024,"420780033","CH DE ROANNE","04",1,355,"42","84",1,"42187",24000,"Soins de suite et réadaptation",26,196,7691,2,452,NA,NA,NA,NA,NA,NA
"2609","420000028",2024,"420780041","CH DE SAINT JUST LA PENDUE","04",1,106,"42","84",1,"42249",24000,"Soins de suite et réadaptation",12,123,3901,NA,0,NA,NA,NA,NA,NA,NA
"2610","420000036",2024,"420780058","CH DE CHARLIEU","04",1,106,"42","84",1,"42052",24000,"Soins de suite et réadaptation",35,363,11277,NA,0,NA,NA,NA,NA,NA,NA
"2611","420000192",2024,"750034589","CLINIQUE MEDICALE LA BUISSONNIERE","09",3,365,"42","84",6,"42305",21100,"Médecine",20,371,5665,5,0,NA,NA,NA,NA,NA,NA
"2612","420000192",2024,"750034589","CLINIQUE MEDICALE LA BUISSONNIERE","09",3,365,"42","84",6,"42305",24000,"Soins de suite et réadaptation",24,338,7874,NA,0,NA,NA,NA,NA,NA,NA
"2613","420000226",2024,"420013831","CH DU FOREZ SITE DE MONTBRISON","04",1,355,"42","84",1,"42147",21100,"Médecine",62,7222,24950,11,1778,27633,NA,NA,NA,NA,308
"2614","420000226",2024,"420013831","CH DU FOREZ SITE DE MONTBRISON","04",1,355,"42","84",1,"42147",21200,"Chirurgie",24,1249,6694,12,2741,NA,NA,NA,NA,NA,NA
"2615","420000226",2024,"420013831","CH DU FOREZ SITE DE MONTBRISON","04",1,355,"42","84",1,"42147",21300,"Gynéco-Obstétrique",19,1469,3135,4,27,NA,658,137,NA,NA,NA
"2616","420000226",2024,"420013831","CH DU FOREZ SITE DE MONTBRISON","04",1,355,"42","84",1,"42147",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",31,646,10095,38,7935,NA,NA,NA,NA,NA,NA
"2617","420000234",2024,"420780652","CH DE FIRMINY","04",1,355,"42","84",1,"42095",21100,"Médecine",132,8395,50178,31,3522,40872,NA,NA,NA,NA,30
"2618","420000234",2024,"420780652","CH DE FIRMINY","04",1,355,"42","84",1,"42095",21200,"Chirurgie",28,1442,8220,25,3706,NA,NA,NA,NA,NA,NA
"2619","420000234",2024,"420780652","CH DE FIRMINY","04",1,355,"42","84",1,"42095",21300,"Gynéco-Obstétrique",28,1519,5296,NA,0,NA,1098,277,NA,NA,NA
"2620","420000234",2024,"420780652","CH DE FIRMINY","04",1,355,"42","84",1,"42095",24000,"Soins de suite et réadaptation",68,690,17593,6,2146,NA,NA,NA,NA,NA,NA
"2621","420000234",2024,"420780652","CH DE FIRMINY","04",1,355,"42","84",1,"42095",25000,"Soins de longue durée",90,31,29784,NA,NA,NA,NA,NA,NA,NA,NA
"2622","420000242",2024,"420780660","CH GEORGES CLAUDINON","04",1,355,"42","84",1,"42044",24000,"Soins de suite et réadaptation",89,593,24434,NA,0,NA,NA,NA,NA,NA,NA
"2623","420000267",2024,"420013831","CH DU FOREZ SITE DE FEURS","04",1,355,"42","84",1,"42094",21100,"Médecine",44,1241,15472,10,696,NA,NA,NA,NA,NA,NA
"2624","420000267",2024,"420013831","CH DU FOREZ SITE DE FEURS","04",1,355,"42","84",1,"42094",21300,"Gynéco-Obstétrique",0,49,0,0,0,NA,0,49,NA,NA,NA
"2625","420000267",2024,"420013831","CH DU FOREZ SITE DE FEURS","04",1,355,"42","84",1,"42094",24000,"Soins de suite et réadaptation",60,559,20383,8,2015,NA,NA,NA,NA,NA,NA
"2626","420000275",2024,"420780694","CH DE SAINT BONNET LE CHATEAU","04",1,106,"42","84",1,"42204",24000,"Soins de suite et réadaptation",22,232,5725,22,5725,NA,NA,NA,NA,NA,NA
"2627","420000275",2024,"420780694","CH DE SAINT BONNET LE CHATEAU","04",1,106,"42","84",1,"42204",25000,"Soins de longue durée",30,23,10778,NA,NA,NA,NA,NA,NA,NA,NA
"2628","420000317",2024,"420016933","CH DE PELUSSIN","04",1,355,"42","84",1,"42168",21100,"Médecine",8,104,1409,NA,0,NA,NA,NA,NA,NA,NA
"2629","420000317",2024,"420016933","CH DE PELUSSIN","04",1,355,"42","84",1,"42168",24000,"Soins de suite et réadaptation",14,86,2358,NA,0,NA,NA,NA,NA,NA,NA
"2630","420000556",2024,"420781791","CH DE BOEN SUR LIGNON","04",1,106,"42","84",1,"42019",24000,"Soins de suite et réadaptation",0,68,1576,0,0,NA,NA,NA,NA,NA,NA
"2631","420002479",2024,"340027937","ADENE HOSPITALISATION A DOMICILE","09",3,127,"42","84",7,"42218",23000,"Hospitalisation à domicile",NA,NA,63831,190,1912,NA,NA,NA,NA,NA,NA
"2632","420002677",2024,"420787061","CENTRE D'ADDICTOLOGIE MFL SSAM","09",3,109,"42","84",6,"42222",24000,"Soins de suite et réadaptation",51,346,9350,NA,0,NA,NA,NA,NA,NA,NA
"2633","420009599",2024,"420002495","CH DU GIER - SITE PINAY GERIATRIE","04",1,355,"42","84",1,"42207",21100,"Médecine",6,135,2062,0,0,NA,NA,NA,NA,NA,NA
"2634","420009599",2024,"420002495","CH DU GIER - SITE PINAY GERIATRIE","04",1,355,"42","84",1,"42207",24000,"Soins de suite et réadaptation",25,307,7971,NA,0,NA,NA,NA,NA,NA,NA
"2635","420010050",2024,"420787061","CLINIQUE MUTUALISTE MFL SSAM","09",3,365,"42","84",6,"42218",21100,"Médecine",44,766,9604,4,204,NA,NA,NA,NA,NA,150
"2636","420010050",2024,"420787061","CLINIQUE MUTUALISTE MFL SSAM","09",3,365,"42","84",6,"42218",21200,"Chirurgie",124,10565,28954,26,10414,NA,NA,NA,NA,NA,NA
"2637","420010241",2024,"420784878","INSTITUT DE CANCERO ET HEMATO - CHU42","04",1,101,"42","84",1,"42275",21100,"Médecine",50,1704,16492,10,1852,NA,NA,NA,NA,39958,14368
"2638","420010258",2024,"420010209","GCS SANTE A DOM SAINT-PRIEST-EN-JAREZ","09",3,697,"42","84",7,"42275",23000,"Hospitalisation à domicile",NA,NA,29747,100,730,NA,NA,NA,NA,NA,NA
"2639","420011413",2024,"420011405","HOPITAL PRIVE DE LA LOIRE","09",2,365,"42","84",0,"42218",21100,"Médecine",130,8692,43601,33,3038,25847,NA,NA,NA,NA,11645
"2640","420011413",2024,"420011405","HOPITAL PRIVE DE LA LOIRE","09",2,365,"42","84",0,"42218",21200,"Chirurgie",150,8273,30356,44,19314,NA,NA,NA,NA,NA,NA
"2641","420011413",2024,"420011405","HOPITAL PRIVE DE LA LOIRE","09",2,365,"42","84",0,"42218",21300,"Gynéco-Obstétrique",37,1636,6684,0,0,NA,1284,12,NA,NA,NA
"2642","420011512",2024,"420011504","LE CLOS CHAMPIROL REEDUCATION","09",2,109,"42","84",0,"42275",24000,"Soins de suite et réadaptation",179,2269,60179,90,26182,NA,NA,NA,NA,NA,NA
"2643","420011603",2024,"420001752","ARTIC 42 AUTODIALYSE L'HORME","07",3,146,"42","84",6,"42110",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,1901,NA,NA
"2644","420011728",2024,"920028560","CTRE MEDIC DE L'ARGENTIERE ST ETIENNE","09",3,109,"42","84",6,"42218",24000,"Soins de suite et réadaptation",NA,0,0,35,10366,NA,NA,NA,NA,NA,NA
"2645","420012536",2024,"420001752","ARTIC 42 CENTRE D'HEMODIALYSE ADULTES","07",3,141,"42","84",6,"42275",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,27804,NA,NA
"2646","420014110",2024,"420007098","GCS CHU CTRE ARGENTIERE SRPR-HOP NORD","09",3,696,"42","84",6,"42275",24000,"Soins de suite et réadaptation",12,49,4011,NA,0,NA,NA,NA,NA,NA,NA
"2647","420014623",2024,"420001752","ARTIC 42 SITE FRANCOIS BERTHOUX","07",3,146,"42","84",6,"42275",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,15008,NA,NA
"2648","420018921",2024,"420018913","GCS HAD DU ROANNAIS","09",3,697,"42","84",7,"42187",23000,"Hospitalisation à domicile",NA,NA,10091,40,310,NA,NA,NA,NA,NA,NA
"2649","420780504",2024,"420000135","CLINIQUE DU PARC ST PRIEST EN JAREZ","09",2,365,"42","84",0,"42275",21100,"Médecine",8,6360,5131,1,5,26765,NA,NA,NA,NA,NA
