"","fi","an","fi_ej","rs","grp","stjr","cat","dep","reg","espic","COMINSEE","DISCI","DISCIPLINE","LIT","SEJHC","JOU","PLA","SEJHP","PAS","SEJACC","IVG","SEHEM","SERAD","SECHI"
"2650","420780504",2024,"420000135","CLINIQUE DU PARC ST PRIEST EN JAREZ","09",2,365,"42","84",0,"42275",21200,"Chirurgie",68,3097,9495,36,14600,NA,NA,NA,NA,NA,NA
"2651","420780546",2024,"420000168","USLD SAINTE ELISABETH","09",3,362,"42","84",7,"42218",25000,"Soins de longue durée",30,23,10850,NA,NA,NA,NA,NA,NA,NA,NA
"2652","420780637",2024,"420002495","CH DU GIER - MCO","04",1,355,"42","84",1,"42207",21100,"Médecine",118,4325,31856,10,859,24366,NA,NA,NA,NA,1203
"2653","420780637",2024,"420002495","CH DU GIER - MCO","04",1,355,"42","84",1,"42207",21200,"Chirurgie",30,1361,6359,13,3269,NA,NA,NA,NA,NA,NA
"2654","420780637",2024,"420002495","CH DU GIER - MCO","04",1,355,"42","84",1,"42207",21300,"Gynéco-Obstétrique",19,1185,3253,1,126,NA,560,132,NA,NA,NA
"2655","420780678",2024,"420002495","HOPITAL DU GIER - SITE MARREL SSR","04",1,355,"42","84",1,"42186",24000,"Soins de suite et réadaptation",65,684,21314,10,2603,NA,NA,NA,NA,NA,NA
"2656","420780744",2024,"420016933","CH DE SAINT PIERRE DE BOEUF","04",1,355,"42","84",1,"42272",21100,"Médecine",8,95,1146,NA,0,NA,NA,NA,NA,NA,NA
"2657","420780744",2024,"420016933","CH DE SAINT PIERRE DE BOEUF","04",1,355,"42","84",1,"42272",24000,"Soins de suite et réadaptation",22,71,1873,NA,0,NA,NA,NA,NA,NA,NA
"2658","420781767",2024,"420000523","CLINIQUE DES MONTS DU FOREZ","15",2,161,"42","84",0,"42069",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",68,450,23460,NA,NA,NA,NA,NA,NA,NA,NA
"2659","420782096",2024,"420787061","CENTRE MEDICAL MFL SSAM DES 7 COLLINES","09",3,109,"42","84",6,"42218",24000,"Soins de suite et réadaptation",84,824,24921,40,8614,NA,NA,NA,NA,NA,NA
"2660","420782310",2024,"420000853","CLINIQUE DU RENAISON","09",2,365,"42","84",0,"42187",21100,"Médecine",27,4559,12778,NA,0,22939,NA,NA,NA,NA,NA
"2661","420782310",2024,"420000853","CLINIQUE DU RENAISON","09",2,365,"42","84",0,"42187",21200,"Chirurgie",59,2643,11431,32,9416,NA,NA,NA,NA,NA,NA
"2662","420782310",2024,"420000853","CLINIQUE DU RENAISON","09",2,365,"42","84",0,"42187",21300,"Gynéco-Obstétrique",NA,0,0,NA,0,NA,0,4,NA,NA,NA
"2663","420782559",2024,"420784878","HOPITAL DE BELLEVUE - CHU42","04",1,101,"42","84",1,"42218",21100,"Médecine",10,219,3220,15,4412,NA,NA,NA,NA,NA,NA
"2664","420782559",2024,"420784878","HOPITAL DE BELLEVUE - CHU42","04",1,101,"42","84",1,"42218",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",NA,NA,NA,24,2175,NA,NA,NA,NA,NA,NA
"2665","420782559",2024,"420784878","HOPITAL DE BELLEVUE - CHU42","04",1,101,"42","84",1,"42218",24000,"Soins de suite et réadaptation",51,646,15008,24,5735,NA,NA,NA,NA,NA,NA
"2666","420782559",2024,"420784878","HOPITAL DE BELLEVUE - CHU42","04",1,101,"42","84",1,"42218",25000,"Soins de longue durée",160,156,56667,NA,NA,NA,NA,NA,NA,NA,NA
"2667","420782567",2024,"420784878","HOPITAL DE LA CHARITE - CHU42","04",1,101,"42","84",1,"42218",21100,"Médecine",45,1056,11687,1,100,NA,NA,NA,NA,NA,NA
"2668","420782567",2024,"420784878","HOPITAL DE LA CHARITE - CHU42","04",1,101,"42","84",1,"42218",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",NA,NA,NA,38,2117,NA,NA,NA,NA,NA,NA
"2669","420782567",2024,"420784878","HOPITAL DE LA CHARITE - CHU42","04",1,101,"42","84",1,"42218",24000,"Soins de suite et réadaptation",60,772,16053,15,237,NA,NA,NA,NA,NA,NA
"2670","420782591",2024,"420000887","CLINIQUE NOUVELLE DU FOREZ","09",2,365,"42","84",0,"42147",21200,"Chirurgie",NA,0,0,6,3209,NA,NA,NA,NA,NA,NA
"2671","420782591",2024,"420000887","CLINIQUE NOUVELLE DU FOREZ","09",2,365,"42","84",0,"42147",24000,"Soins de suite et réadaptation",65,829,21313,6,5839,NA,NA,NA,NA,NA,NA
"2672","420784845",2024,"420780033","ANNEXE BONVERT - CH DE ROANNE","04",1,355,"42","84",1,"42127",24000,"Soins de suite et réadaptation",76,547,20878,NA,0,NA,NA,NA,NA,NA,NA
"2673","420784845",2024,"420780033","ANNEXE BONVERT - CH DE ROANNE","04",1,355,"42","84",1,"42127",25000,"Soins de longue durée",90,98,29570,NA,NA,NA,NA,NA,NA,NA,NA
"2674","420785354",2024,"420784878","HOPITAL NORD - CHU42","04",1,101,"42","84",1,"42275",21100,"Médecine",610,39426,187764,55,19074,110322,NA,NA,12085,NA,10416
"2675","420785354",2024,"420784878","HOPITAL NORD - CHU42","04",1,101,"42","84",1,"42275",21200,"Chirurgie",246,12482,69078,23,8225,NA,NA,NA,NA,NA,NA
"2676","420785354",2024,"420784878","HOPITAL NORD - CHU42","04",1,101,"42","84",1,"42275",21300,"Gynéco-Obstétrique",70,4061,15000,12,2933,NA,2853,744,NA,NA,NA
"2677","420785354",2024,"420784878","HOPITAL NORD - CHU42","04",1,101,"42","84",1,"42275",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",177,2449,53058,95,9150,NA,NA,NA,NA,NA,NA
"2678","420785354",2024,"420784878","HOPITAL NORD - CHU42","04",1,101,"42","84",1,"42275",24000,"Soins de suite et réadaptation",6,280,2716,NA,0,NA,NA,NA,NA,NA,NA
"2679","420788440",2024,"420001794","CLINIQUE DE SAINT VICTOR","15",2,161,"42","84",0,"42218",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",110,930,37127,16,3958,NA,NA,NA,NA,NA,NA
"2680","420788689",2024,"420001752","ARTIC 42 AUTODIALYSE SAVIGNEUX","07",3,146,"42","84",6,"42299",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,3632,NA,NA
"2681","420789067",2024,"420780710","USLD CH MAURICE ANDRÉ","04",1,362,"42","84",1,"42222",25000,"Soins de longue durée",50,28,17873,NA,NA,NA,NA,NA,NA,NA,NA
"2682","420789968",2024,"420001752","ARTIC 42 UDM ENTRAINEMENT HAD DP","07",3,146,"42","84",6,"42275",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,7296,NA,NA
"2683","420790081",2024,"750071292","CLINIQUE LE CLOS MONTAIGNE","15",2,161,"42","84",0,"42149",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",80,743,27058,NA,NA,NA,NA,NA,NA,NA,NA
"2684","420793697",2024,"420793689","CLINIQUE ALMA SANTE","09",2,109,"42","84",0,"42149",24000,"Soins de suite et réadaptation",67,581,21447,30,7320,NA,NA,NA,NA,NA,NA
"2685","430000026",2024,"630786754","CENTRE HOSPITALIER SAINTE MARIE LE PUY","15",3,292,"43","84",7,"43157",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",144,1521,46758,118,18082,NA,NA,NA,NA,NA,NA
"2686","430000109",2024,"430000372","CLINIQUE BON SECOURS","09",2,365,"43","84",0,"43157",21100,"Médecine",4,413,649,0,0,NA,NA,NA,NA,NA,NA
"2687","430000109",2024,"430000372","CLINIQUE BON SECOURS","09",2,365,"43","84",0,"43157",21200,"Chirurgie",36,2220,5918,23,7139,NA,NA,NA,NA,NA,NA
"2688","430000117",2024,"430000018","CH EMILE ROUX LE PUY","04",1,355,"43","84",1,"43157",21100,"Médecine",207,13752,61774,35,2858,41828,NA,NA,9067,8881,6514
"2689","430000117",2024,"430000018","CH EMILE ROUX LE PUY","04",1,355,"43","84",1,"43157",21200,"Chirurgie",89,4987,24599,18,6719,NA,NA,NA,NA,NA,NA
"2690","430000117",2024,"430000018","CH EMILE ROUX LE PUY","04",1,355,"43","84",1,"43157",21300,"Gynéco-Obstétrique",21,1344,5203,2,73,NA,960,206,NA,NA,NA
"2691","430000117",2024,"430000018","CH EMILE ROUX LE PUY","04",1,355,"43","84",1,"43157",23000,"Hospitalisation à domicile",NA,NA,13697,50,558,NA,NA,NA,NA,NA,NA
"2692","430000117",2024,"430000018","CH EMILE ROUX LE PUY","04",1,355,"43","84",1,"43157",24000,"Soins de suite et réadaptation",44,763,13815,14,1715,NA,NA,NA,NA,NA,NA
"2693","430000117",2024,"430000018","CH EMILE ROUX LE PUY","04",1,355,"43","84",1,"43157",25000,"Soins de longue durée",55,30,19558,NA,NA,NA,NA,NA,NA,NA,NA
"2694","430000158",2024,"430000380","CLINIQUE DU VELAY","09",2,109,"43","84",0,"43157",24000,"Soins de suite et réadaptation",70,675,23786,20,982,NA,NA,NA,NA,NA,NA
"2695","430000166",2024,"430005843","CENTRE SSR JALAVOUX","09",3,109,"43","84",7,"43002",24000,"Soins de suite et réadaptation",83,967,26296,0,0,NA,NA,NA,NA,NA,NA
"2696","430000182",2024,"430007708","SSR L'HORT DES MELLEYRINES","09",3,109,"43","84",7,"43135",24000,"Soins de suite et réadaptation",60,374,15552,NA,0,NA,NA,NA,NA,NA,NA
"2697","430000190",2024,"430000034","CH DE BRIOUDE","04",1,355,"43","84",1,"43040",21100,"Médecine",23,3289,13763,2,33,11677,NA,NA,NA,NA,719
"2698","430000190",2024,"430000034","CH DE BRIOUDE","04",1,355,"43","84",1,"43040",21200,"Chirurgie",14,761,3810,10,2030,NA,NA,NA,NA,NA,NA
"2699","430000190",2024,"430000034","CH DE BRIOUDE","04",1,355,"43","84",1,"43040",24000,"Soins de suite et réadaptation",22,305,7533,0,0,NA,NA,NA,NA,NA,NA
"2700","430000190",2024,"430000034","CH DE BRIOUDE","04",1,355,"43","84",1,"43040",25000,"Soins de longue durée",20,22,6574,NA,NA,NA,NA,NA,NA,NA,NA
"2701","430000216",2024,"750811820","CENTRE MEDICAL D'OUSSOULX","09",3,109,"43","84",6,"43079",24000,"Soins de suite et réadaptation",70,409,17360,NA,0,NA,NA,NA,NA,NA,NA
"2702","430000299",2024,"430000059","CH DE CRAPONNE SUR ARZON","04",1,355,"43","84",1,"43080",21100,"Médecine",21,531,5768,NA,0,NA,NA,NA,NA,NA,NA
"2703","430000307",2024,"430000067","CH PIERRE GALLICE DE LANGEAC","04",1,355,"43","84",1,"43112",21100,"Médecine",25,257,4027,NA,0,NA,NA,NA,NA,NA,NA
"2704","430000307",2024,"430000067","CH PIERRE GALLICE DE LANGEAC","04",1,355,"43","84",1,"43112",25000,"Soins de longue durée",40,22,10835,NA,NA,NA,NA,NA,NA,NA,NA
"2705","430000356",2024,"430000091","CH D' YSSINGEAUX","04",1,355,"43","84",1,"43268",21100,"Médecine",15,296,5066,NA,0,NA,NA,NA,NA,NA,NA
"2706","430000356",2024,"430000091","CH D' YSSINGEAUX","04",1,355,"43","84",1,"43268",24000,"Soins de suite et réadaptation",30,333,9532,NA,0,NA,NA,NA,NA,NA,NA
"2707","430000356",2024,"430000091","CH D' YSSINGEAUX","04",1,355,"43","84",1,"43268",25000,"Soins de longue durée",30,16,10422,NA,NA,NA,NA,NA,NA,NA,NA
"2708","430003475",2024,"420001752","ARTIC 42 AUTODIALYSE MONISTROL/LOIRE","07",3,146,"43","84",6,"43137",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,2490,NA,NA
"2709","430004309",2024,"630000990","AURA SANTE BRIOUDE","07",3,146,"43","84",6,"43040",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,1251,NA,NA
"2710","430004358",2024,"630000990","AURA SANTE LE PUY EN VELAY","07",3,146,"43","84",6,"43157",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,5344,NA,NA
"2711","430004408",2024,"630000990","AURA SANTE YSSINGEAUX","07",3,146,"43","84",6,"43268",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,2586,NA,NA
"2712","430007419",2024,"630786754","SERVICE DE LONG SEJOUR","09",3,362,"43","84",6,"43157",25000,"Soins de longue durée",40,11,14427,NA,NA,NA,NA,NA,NA,NA,NA
"2713","430007450",2024,"430007427","CLINIQUE LE HAUT LIGNON","09",2,365,"43","84",0,"43051",21100,"Médecine",16,727,4526,12,4627,NA,NA,NA,NA,NA,NA
"2714","430007450",2024,"430007427","CLINIQUE LE HAUT LIGNON","09",2,365,"43","84",0,"43051",24000,"Soins de suite et réadaptation",69,911,22042,NA,0,NA,NA,NA,NA,NA,NA
"2715","440000016",2024,"440000057","CH DE SAINT NAZAIRE","04",1,355,"44","52",1,"44184",21100,"Médecine",323,22341,113677,43,8917,79595,NA,NA,12526,NA,3496
"2716","440000016",2024,"440000057","CH DE SAINT NAZAIRE","04",1,355,"44","52",1,"44184",21200,"Chirurgie",50,3343,15978,19,6682,NA,NA,NA,NA,NA,NA
"2717","440000016",2024,"440000057","CH DE SAINT NAZAIRE","04",1,355,"44","52",1,"44184",21300,"Gynéco-Obstétrique",45,3244,11621,5,1206,NA,2217,639,NA,NA,NA
"2718","440000016",2024,"440000057","CH DE SAINT NAZAIRE","04",1,355,"44","52",1,"44184",23000,"Hospitalisation à domicile",NA,NA,25277,90,2260,NA,NA,NA,NA,NA,NA
"2719","440000016",2024,"440000057","CH DE SAINT NAZAIRE","04",1,355,"44","52",1,"44184",24000,"Soins de suite et réadaptation",30,272,10906,NA,0,NA,NA,NA,NA,NA,NA
"2720","440000024",2024,"440000065","CH REEDAPTATION DE MAUBREUIL","04",1,355,"44","52",1,"44162",24000,"Soins de suite et réadaptation",59,421,16104,41,8806,NA,NA,NA,NA,NA,NA
"2721","440000180",2024,"440000263","CHS EPSYLAN BLAIN","04",1,292,"44","52",1,"44015",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",61,1152,26712,137,12542,NA,NA,NA,NA,NA,NA
"2722","440000180",2024,"440000263","CHS EPSYLAN BLAIN","04",1,292,"44","52",1,"44015",25000,"Soins de longue durée",30,6,10867,NA,NA,NA,NA,NA,NA,NA,NA
"2723","440000255",2024,"440042844","CRF LA TOURMALINE","09",3,109,"44","52",6,"44162",24000,"Soins de suite et réadaptation",50,549,14073,42,11798,NA,NA,NA,NA,NA,NA
"2724","440000271",2024,"440000289","CHU DE NANTES SITE HOTEL DIEU HME","04",1,101,"44","52",1,"44109",21100,"Médecine",555,45432,195436,99,26214,117313,NA,NA,13176,NA,19324
"2725","440000271",2024,"440000289","CHU DE NANTES SITE HOTEL DIEU HME","04",1,101,"44","52",1,"44109",21200,"Chirurgie",286,14563,71557,42,9344,NA,NA,NA,NA,NA,NA
"2726","440000271",2024,"440000289","CHU DE NANTES SITE HOTEL DIEU HME","04",1,101,"44","52",1,"44109",21300,"Gynéco-Obstétrique",91,7374,31773,15,3100,NA,4009,1483,NA,NA,NA
"2727","440000271",2024,"440000289","CHU DE NANTES SITE HOTEL DIEU HME","04",1,101,"44","52",1,"44109",23000,"Hospitalisation à domicile",NA,NA,5327,12,912,NA,NA,NA,NA,NA,NA
"2728","440000396",2024,"440053643","CH ERDRE ET LOIRE","04",1,355,"44","52",1,"44003",21100,"Médecine",50,2518,17588,4,219,14125,NA,NA,NA,NA,NA
"2729","440000396",2024,"440053643","CH ERDRE ET LOIRE","04",1,355,"44","52",1,"44003",21200,"Chirurgie",12,713,3036,6,2940,NA,NA,NA,NA,NA,NA
"2730","440000396",2024,"440053643","CH ERDRE ET LOIRE","04",1,355,"44","52",1,"44003",21300,"Gynéco-Obstétrique",15,764,2389,NA,0,NA,502,168,NA,NA,NA
"2731","440000396",2024,"440053643","CH ERDRE ET LOIRE","04",1,355,"44","52",1,"44003",24000,"Soins de suite et réadaptation",25,332,8005,NA,0,NA,NA,NA,NA,NA,NA
"2732","440000396",2024,"440053643","CH ERDRE ET LOIRE","04",1,355,"44","52",1,"44003",25000,"Soins de longue durée",30,21,9988,NA,NA,NA,NA,NA,NA,NA,NA
"2733","440000404",2024,"440000925","CLINIQUE SAINTE MARIE","09",2,128,"44","52",0,"44036",21200,"Chirurgie",28,1739,4363,23,4378,NA,NA,NA,NA,NA,NA
"2734","440000412",2024,"440000941","CLINIQUE BRETECHE VIAUD","09",2,365,"44","52",0,"44109",21100,"Médecine",62,2382,8174,18,7418,NA,NA,NA,NA,NA,NA
"2735","440000412",2024,"440000941","CLINIQUE BRETECHE VIAUD","09",2,365,"44","52",0,"44109",21200,"Chirurgie",38,2608,4728,34,6615,NA,NA,NA,NA,NA,NA
"2736","440000412",2024,"440000941","CLINIQUE BRETECHE VIAUD","09",2,365,"44","52",0,"44109",21300,"Gynéco-Obstétrique",23,1640,5969,NA,0,NA,1108,78,NA,NA,NA
"2737","440000412",2024,"440000941","CLINIQUE BRETECHE VIAUD","09",2,365,"44","52",0,"44109",24000,"Soins de suite et réadaptation",50,26,551,6,1049,NA,NA,NA,NA,NA,NA
"2738","440000453",2024,"440000289","CHU DE NANTES SITE HOPITAL BELLIER","04",1,101,"44","52",1,"44109",21100,"Médecine",36,1282,12972,5,874,NA,NA,NA,NA,NA,NA
"2739","440000453",2024,"440000289","CHU DE NANTES SITE HOPITAL BELLIER","04",1,101,"44","52",1,"44109",24000,"Soins de suite et réadaptation",64,609,20839,5,1630,NA,NA,NA,NA,NA,NA
"2740","440000487",2024,"440001014","CLINIQUE UROLOGIQUE NANTES ATLANTIS","09",2,128,"44","52",0,"44162",21100,"Médecine",NA,0,0,NA,0,NA,NA,NA,NA,NA,148
"2741","440000487",2024,"440001014","CLINIQUE UROLOGIQUE NANTES ATLANTIS","09",2,128,"44","52",0,"44162",21200,"Chirurgie",40,2302,4059,15,4255,NA,NA,NA,NA,NA,NA
"2742","440000503",2024,"440000313","CH CNP SITE CHATEAUBRIANT","04",1,355,"44","52",1,"44036",21100,"Médecine",79,7181,33794,9,1561,24550,NA,NA,NA,NA,261
"2743","440000503",2024,"440000313","CH CNP SITE CHATEAUBRIANT","04",1,355,"44","52",1,"44036",21300,"Gynéco-Obstétrique",15,866,3236,3,248,NA,527,109,NA,NA,NA
"2744","440000503",2024,"440000313","CH CNP SITE CHATEAUBRIANT","04",1,355,"44","52",1,"44036",24000,"Soins de suite et réadaptation",60,613,21324,16,5379,NA,NA,NA,NA,NA,NA
"2745","440000503",2024,"440000313","CH CNP SITE CHATEAUBRIANT","04",1,355,"44","52",1,"44036",25000,"Soins de longue durée",15,19,5308,NA,NA,NA,NA,NA,NA,NA,NA
"2746","440000552",2024,"440042141","CH SEVRE ET LOIRE- LOROUX BOTTEREAU","04",1,106,"44","52",1,"44084",24000,"Soins de suite et réadaptation",59,369,18469,NA,0,NA,NA,NA,NA,NA,NA
"2747","440000552",2024,"440042141","CH SEVRE ET LOIRE- LOROUX BOTTEREAU","04",1,106,"44","52",1,"44084",25000,"Soins de longue durée",28,20,8366,NA,NA,NA,NA,NA,NA,NA,NA
"2748","440000560",2024,"850009010","CH LVO SITE DE MACHECOUL","04",1,355,"44","52",1,"44087",21100,"Médecine",22,680,8168,3,876,NA,NA,NA,NA,NA,NA
"2749","440000560",2024,"850009010","CH LVO SITE DE MACHECOUL","04",1,355,"44","52",1,"44087",24000,"Soins de suite et réadaptation",120,1229,38851,7,1487,NA,NA,NA,NA,NA,NA
"2750","440000644",2024,"440000347","CH BEL AIR","04",1,106,"44","52",1,"44156",24000,"Soins de suite et réadaptation",40,261,11823,10,630,NA,NA,NA,NA,NA,NA
"2751","440000644",2024,"440000347","CH BEL AIR","04",1,106,"44","52",1,"44156",25000,"Soins de longue durée",30,11,10770,NA,NA,NA,NA,NA,NA,NA,NA
"2752","440000677",2024,"440000313","CH CNP SITE NOZAY","04",1,355,"44","52",1,"44113",24000,"Soins de suite et réadaptation",30,335,10552,NA,0,NA,NA,NA,NA,NA,NA
"2753","440000693",2024,"440053411","SSR JULES VERNE","09",3,109,"44","52",6,"44190",24000,"Soins de suite et réadaptation",85,554,18009,NA,0,NA,NA,NA,NA,NA,NA
"2754","440000701",2024,"440001220","SSR ROZ ARVOR","09",2,109,"44","52",0,"44109",24000,"Soins de suite et réadaptation",100,996,30992,12,3776,NA,NA,NA,NA,NA,NA
"2755","440000719",2024,"440018729","SSR LA BARONNAIS","09",3,109,"44","52",6,"44020",24000,"Soins de suite et réadaptation",65,485,14569,13,681,NA,NA,NA,NA,NA,NA
"2756","440000800",2024,"440001246","CLINIQUE DU PARC","15",2,161,"44","52",0,"44109",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",58,623,20572,10,5299,NA,NA,NA,NA,NA,NA
"2757","440000883",2024,"440042141","CH SEVRE ET LOIRE - VERTOU","04",1,106,"44","52",1,"44215",21100,"Médecine",30,613,9258,NA,NA,NA,NA,NA,NA,NA,NA
"2758","440000883",2024,"440042141","CH SEVRE ET LOIRE - VERTOU","04",1,106,"44","52",1,"44215",24000,"Soins de suite et réadaptation",30,211,6687,NA,0,NA,NA,NA,NA,NA,NA
"2759","440000883",2024,"440042141","CH SEVRE ET LOIRE - VERTOU","04",1,106,"44","52",1,"44215",25000,"Soins de longue durée",27,16,7488,NA,NA,NA,NA,NA,NA,NA,NA
"2760","440001113",2024,"490017258","ICO - SITE GAUDUCHEAU","18",3,131,"44","52",6,"44162",21100,"Médecine",43,2101,14334,7,4170,NA,NA,NA,NA,46044,24901
"2761","440001113",2024,"490017258","ICO - SITE GAUDUCHEAU","18",3,131,"44","52",6,"44162",21200,"Chirurgie",27,1244,4480,11,3002,NA,NA,NA,NA,NA,NA
"2762","440001253",2024,"440028538","HIC DE LA PRESQU'ILE-SITE DE GUERANDE","04",1,106,"44","52",1,"44069",21100,"Médecine",48,1087,16791,NA,0,NA,NA,NA,NA,NA,NA
"2763","440001253",2024,"440028538","HIC DE LA PRESQU'ILE-SITE DE GUERANDE","04",1,106,"44","52",1,"44069",24000,"Soins de suite et réadaptation",20,202,6923,5,801,NA,NA,NA,NA,NA,NA
"2764","440001253",2024,"440028538","HIC DE LA PRESQU'ILE-SITE DE GUERANDE","04",1,106,"44","52",1,"44069",25000,"Soins de longue durée",42,36,13456,NA,NA,NA,NA,NA,NA,NA,NA
"2765","440001261",2024,"440028538","HIC DE LA PRESQU'ILE - SITE DU CROISIC","04",1,106,"44","52",1,"44049",24000,"Soins de suite et réadaptation",40,385,11875,NA,0,NA,NA,NA,NA,NA,NA
"2766","440001287",2024,"440041531","HIC PAYS DE RETZ - PORNIC","04",1,106,"44","52",1,"44131",21100,"Médecine",30,569,10880,NA,0,NA,NA,NA,NA,NA,NA
"2767","440001287",2024,"440041531","HIC PAYS DE RETZ - PORNIC","04",1,106,"44","52",1,"44131",24000,"Soins de suite et réadaptation",56,341,10824,NA,0,NA,NA,NA,NA,NA,NA
"2768","440001295",2024,"440000859","CH DE SAVENAY","04",1,106,"44","52",1,"44195",24000,"Soins de suite et réadaptation",39,293,11711,0,0,NA,NA,NA,NA,NA,NA
"2769","440001295",2024,"440000859","CH DE SAVENAY","04",1,106,"44","52",1,"44195",25000,"Soins de longue durée",39,27,13435,NA,NA,NA,NA,NA,NA,NA,NA
"2770","440001964",2024,"440003267","CH PIERRE DELAROCHE","04",1,106,"44","52",1,"44043",24000,"Soins de suite et réadaptation",40,222,12572,NA,0,NA,NA,NA,NA,NA,NA
"2771","440001964",2024,"440003267","CH PIERRE DELAROCHE","04",1,106,"44","52",1,"44043",25000,"Soins de longue durée",30,10,10950,NA,NA,NA,NA,NA,NA,NA,NA
"2772","440001972",2024,"440003309","CH GEORGES DAUMEZON","14",1,292,"44","52",1,"44020",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",116,2089,39836,155,13139,NA,NA,NA,NA,NA,NA
"2773","440002020",2024,"440001386","POLYCLINIQUE DE L'EUROPE","09",2,365,"44","52",0,"44184",21100,"Médecine",52,3441,16565,4,1082,NA,NA,NA,NA,NA,110
"2774","440002020",2024,"440001386","POLYCLINIQUE DE L'EUROPE","09",2,365,"44","52",0,"44184",21200,"Chirurgie",48,2884,7780,36,15004,NA,NA,NA,NA,NA,NA
"2775","440002459",2024,"440018661","SSR LE BODIO","09",3,109,"44","52",6,"44129",24000,"Soins de suite et réadaptation",80,400,17642,5,117,NA,NA,NA,NA,NA,NA
"2776","440003291",2024,"440000289","CHU DE NANTES SITE SAINT JACQUES","04",1,101,"44","52",1,"44109",21100,"Médecine",40,339,12101,5,3493,NA,NA,NA,NA,NA,NA
"2777","440003291",2024,"440000289","CHU DE NANTES SITE SAINT JACQUES","04",1,101,"44","52",1,"44109",24000,"Soins de suite et réadaptation",210,1587,46373,47,15295,NA,NA,NA,NA,NA,NA
"2778","440003390",2024,"440052041","CLINIQUE DE LA BRIERE - LNA ES","15",2,161,"44","52",0,"44069",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",73,1033,25575,18,5867,NA,NA,NA,NA,NA,NA
"2779","440005080",2024,"440002590","DIALYSE ECHO NANTES","07",3,146,"44","52",6,"44109",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,16170,NA,NA
"2780","440007607",2024,"440000057","CH ST NAZAIRE HEINLEX","04",1,355,"44","52",1,"44184",21100,"Médecine",12,286,3548,NA,0,NA,NA,NA,NA,NA,NA
"2781","440007607",2024,"440000057","CH ST NAZAIRE HEINLEX","04",1,355,"44","52",1,"44184",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",80,1279,28275,58,5597,NA,NA,NA,NA,NA,NA
"2782","440007607",2024,"440000057","CH ST NAZAIRE HEINLEX","04",1,355,"44","52",1,"44184",25000,"Soins de longue durée",74,37,25892,NA,NA,NA,NA,NA,NA,NA,NA
"2783","440012128",2024,"440003960","HAD NANTES ET REGION","09",3,127,"44","52",6,"44114",23000,"Hospitalisation à domicile",NA,NA,90833,300,5563,NA,NA,NA,NA,NA,NA
"2784","440017598",2024,"440000289","CHU DE NANTES SITE LAENNEC","04",1,101,"44","52",1,"44162",21100,"Médecine",329,16015,119673,50,11918,NA,NA,NA,NA,0,3032
