"","finess_geo","n_patients","n_infected","prevalence","date"
"257216","040000044",1,0,0,2024-07-02
"257217","040000093",22,0,0,2024-07-02
"257218","040000119",1,0,0,2024-07-02
"257219","040000127",1,0,0,2024-07-02
"257220","040000135",3,0,0,2024-07-02
"257221","040000911",23,0,0,2024-07-02
"257222","040780470",3,0,0,2024-07-02
"257223","050000090",4,0,0,2024-07-02
"257224","050000223",1,0,0,2024-07-02
"257225","050000231",15,0,0,2024-07-02
"257226","050000256",3,0,0,2024-07-02
"257227","050000348",42,0,0,2024-07-02
"257228","060000163",1,0,0,2024-07-02
"257229","060000304",1,0,0,2024-07-02
"257230","060000411",1,0,0,2024-07-02
"257231","060000478",44,0,0,2024-07-02
"257232","060000486",1,0,0,2024-07-02
"257233","060000494",1,0,0,2024-07-02
"257234","060000510",47,0,0,2024-07-02
"257235","060000528",27,0,0,2024-07-02
"257236","060000544",55,0,0,2024-07-02
"257237","060001625",1,0,0,2024-07-02
"257238","060002102",8,0,0,2024-07-02
"257239","060010899",5,0,0,2024-07-02
"257240","060021417",5,0,0,2024-07-02
"257241","060780442",2,0,0,2024-07-02
"257242","060780491",7,0,0,2024-07-02
"257243","060780517",11,0,0,2024-07-02
"257244","060780590",3,0,0,2024-07-02
"257245","060780715",13,0,0,2024-07-02
"257246","060780723",7,0,0,2024-07-02
"257247","060780756",9,0,0,2024-07-02
"257248","060780947",12,0,0,2024-07-02
"257249","060781200",6,0,0,2024-07-02
"257250","060785003",83,0,0,2024-07-02
"257251","060788957",6,0,0,2024-07-02
"257252","060789195",56,0,0,2024-07-02
"257253","060791811",8,0,0,2024-07-02
"257254","060794013",4,0,0,2024-07-02
"257255","060800166",8,0,0,2024-07-02
"257256","070000013",25,0,0,2024-07-02
"257257","070000021",1,0,0,2024-07-02
"257258","070000039",1,0,0,2024-07-02
"257259","070000047",1,0,0,2024-07-02
"257260","070000062",1,0,0,2024-07-02
"257261","070000070",2,0,0,2024-07-02
"257262","070000096",1,0,0,2024-07-02
"257263","070000112",1,0,0,2024-07-02
"257264","070000179",23,0,0,2024-07-02
"257265","070000187",1,0,0,2024-07-02
"257266","070000195",4,0,0,2024-07-02
"257267","070000203",1,0,0,2024-07-02
"257268","070000484",2,0,0,2024-07-02
"257269","070000609",49,0,0,2024-07-02
"257270","070780168",4,0,0,2024-07-02
"257271","070780424",17,0,0,2024-07-02
"257272","080000110",19,0,0,2024-07-02
"257273","080000219",8,0,0,2024-07-02
"257274","080000276",1,0,0,2024-07-02
"257275","080000284",1,0,0,2024-07-02
"257276","080000300",1,0,0,2024-07-02
"257277","080000425",79,0,0,2024-07-02
"257278","080010465",5,0,0,2024-07-02
"257279","080010473",17,0,0,2024-07-02
"257280","090000175",44,0,0,2024-07-02
"257281","090000183",10,0,0,2024-07-02
"257282","090001629",1,0,0,2024-07-02
"257283","100000082",6,0,0,2024-07-02
"257284","100000090",56,0,0,2024-07-02
"257285","100000116",1,0,0,2024-07-02
"257286","100000124",5,0,0,2024-07-02
"257287","100000140",2,0,0,2024-07-02
"257288","100000199",12,0,0,2024-07-02
"257289","100009364",1,0,0,2024-07-02
"257290","100009380",2,0,0,2024-07-02
"257291","100010818",14,0,0,2024-07-02
"257292","100013010",16,0,0,2024-07-02
"257293","110000023",71,0,0,2024-07-02
"257294","110000049",4,0,0,2024-07-02
"257295","110000056",25,0,0,2024-07-02
"257296","110000189",1,0,0,2024-07-02
"257297","110000247",4,0,0,2024-07-02
"257298","110780228",12,0,0,2024-07-02
"257299","110780236",1,0,0,2024-07-02
"257300","110780483",7,0,0,2024-07-02
"257301","120000039",68,0,0,2024-07-02
"257302","120000054",11,0,0,2024-07-02
"257303","120000070",7,0,0,2024-07-02
"257304","120000088",1,0,0,2024-07-02
"257305","120000096",1,0,0,2024-07-02
"257306","120004569",9,0,0,2024-07-02
"257307","120004668",14,0,0,2024-07-02
"257308","130000409",52,0,0,2024-07-02
"257309","130000516",3,0,0,2024-07-02
"257310","130000565",24,0,0,2024-07-02
"257311","130001225",35,0,0,2024-07-02
"257312","130001647",20,0,0,2024-07-02
"257313","130002215",18,0,0,2024-07-02
"257314","130002827",22,0,0,2024-07-02
"257315","130002835",52,0,0,2024-07-02
"257316","130008253",7,0,0,2024-07-02
"257317","130041767",4,0,0,2024-07-02
"257318","130042096",4,0,0,2024-07-02
"257319","130043664",12,0,0,2024-07-02
"257320","130044753",4,0,0,2024-07-02
"257321","130045263",2,0,0,2024-07-02
"257322","130050917",5,0,0,2024-07-02
"257323","130780521",73,0,0,2024-07-02
"257324","130781255",3,0,0,2024-07-02
"257325","130781370",1,0,0,2024-07-02
"257326","130781479",10,0,0,2024-07-02
"257327","130781867",3,0,0,2024-07-02
"257328","130782071",3,0,0,2024-07-02
"257329","130782147",7,0,0,2024-07-02
"257330","130782162",7,0,0,2024-07-02
"257331","130782675",4,0,0,2024-07-02
"257332","130783152",2,0,0,2024-07-02
"257333","130783236",44,0,0,2024-07-02
"257334","130783293",84,0,0,2024-07-02
"257335","130783327",9,0,0,2024-07-02
"257336","130783665",12,0,0,2024-07-02
"257337","130783723",4,0,0,2024-07-02
"257338","130784051",24,0,0,2024-07-02
"257339","130784234",18,0,0,2024-07-02
"257340","130784713",12,0,0,2024-07-02
"257341","130784903",3,0,0,2024-07-02
"257342","130785389",3,0,0,2024-07-02
"257343","130785652",44,0,0,2024-07-02
"257344","130785678",7,0,0,2024-07-02
"257345","130786361",9,0,0,2024-07-02
"257346","130786445",12,0,0,2024-07-02
"257347","130786742",8,0,0,2024-07-02
"257348","130789159",1,0,0,2024-07-02
"257349","130804297",21,0,0,2024-07-02
"257350","130809015",3,0,0,2024-07-02
"257351","130810740",7,0,0,2024-07-02
"257352","130811102",2,0,0,2024-07-02
"257353","140000027",33,0,0,2024-07-02
"257354","140000209",119,0,0,2024-07-02
"257355","140000233",30,0,0,2024-07-02
"257356","140000290",3,0,0,2024-07-02
"257357","140000340",1,0,0,2024-07-02
"257358","140000373",9,0,0,2024-07-02
"257359","140000555",25,0,0,2024-07-02
"257360","140002452",4,0,0,2024-07-02
"257361","140004383",4,0,0,2024-07-02
"257362","140016759",17,0,0,2024-07-02
"257363","140017237",17,0,0,2024-07-02
"257364","140018730",11,0,0,2024-07-02
"257365","140024886",26,0,0,2024-07-02
"257366","140026410",6,0,0,2024-07-02
"257367","140026709",6,0,0,2024-07-02
"257368","150000024",1,0,0,2024-07-02
"257369","150000032",8,0,0,2024-07-02
"257370","150000040",40,0,0,2024-07-02
"257371","150000164",3,0,0,2024-07-02
"257372","150000180",1,0,0,2024-07-02
"257373","150780120",1,0,0,2024-07-02
"257374","150780732",17,0,0,2024-07-02
"257375","160000170",3,0,0,2024-07-02
"257376","160000188",4,0,0,2024-07-02
"257377","160000253",41,0,0,2024-07-02
"257378","160000279",2,0,0,2024-07-02
"257379","160000303",8,0,0,2024-07-02
"257380","160000311",7,0,0,2024-07-02
"257381","160000337",6,0,0,2024-07-02
"257382","160000360",1,0,0,2024-07-02
"257383","160013207",8,0,0,2024-07-02
"257384","160015368",17,0,0,2024-07-02
"257385","160017240",2,0,0,2024-07-02
"257386","170000038",9,0,0,2024-07-02
"257387","170000079",1,0,0,2024-07-02
"257388","170000087",46,0,0,2024-07-02
"257389","170000095",9,0,0,2024-07-02
"257390","170000103",27,0,0,2024-07-02
"257391","170000111",1,0,0,2024-07-02
"257392","170000129",11,0,0,2024-07-02
"257393","170000152",22,0,0,2024-07-02
"257394","170000178",2,0,0,2024-07-02
"257395","170780563",5,0,0,2024-07-02
"257396","170780621",2,0,0,2024-07-02
"257397","170780647",2,0,0,2024-07-02
"257398","170780662",8,0,0,2024-07-02
"257399","180000010",64,0,0,2024-07-02
"257400","180000200",17,0,0,2024-07-02
"257401","180000283",12,0,0,2024-07-02
"257402","180004145",7,0,0,2024-07-02
"257403","180010209",13,0,0,2024-07-02
"257404","190000018",40,0,0,2024-07-02
"257405","190000026",29,0,0,2024-07-02
"257406","190000034",3,0,0,2024-07-02
"257407","190000091",13,0,0,2024-07-02
"257408","190000224",7,0,0,2024-07-02
"257409","190013219",1,0,0,2024-07-02
"257410","190013482",2,0,0,2024-07-02
"257411","210011847",6,0,0,2024-07-02
"257412","210012670",25,0,0,2024-07-02
"257413","210780789",10,0,0,2024-07-02
"257414","210986089",4,0,0,2024-07-02
"257415","210986840",1,0,0,2024-07-02
"257416","210987558",104,0,0,2024-07-02
"257417","210987574",1,0,0,2024-07-02
"257418","210987582",2,0,0,2024-07-02
"257419","210987616",1,0,0,2024-07-02
"257420","210987632",2,0,0,2024-07-02
"257421","210987640",1,0,0,2024-07-02
"257422","210987657",15,0,0,2024-07-02
"257423","210987665",8,0,0,2024-07-02
"257424","210987673",3,0,0,2024-07-02
"257425","210987681",2,0,0,2024-07-02
"257426","210987699",12,0,0,2024-07-02
"257427","210987731",18,0,0,2024-07-02
"257428","220000012",95,0,0,2024-07-02
"257429","220000095",43,0,0,2024-07-02
"257430","220000111",4,0,0,2024-07-02
"257431","220000236",1,0,0,2024-07-02
"257432","220000343",25,0,0,2024-07-02
"257433","220000368",32,0,0,2024-07-02
"257434","220000541",17,0,0,2024-07-02
"257435","220000566",1,0,0,2024-07-02
"257436","220000574",2,0,0,2024-07-02
"257437","220001259",4,0,0,2024-07-02
"257438","220005599",3,0,0,2024-07-02
"257439","220022800",11,0,0,2024-07-02
"257440","230000820",33,0,0,2024-07-02
"257441","230000846",2,0,0,2024-07-02
"257442","230000853",1,0,0,2024-07-02
"257443","230004657",6,0,0,2024-07-02
"257444","230780082",5,0,0,2024-07-02
"257445","230780157",10,0,0,2024-07-02
"257446","240000174",1,0,0,2024-07-02
"257447","240000190",8,0,0,2024-07-02
"257448","240000208",2,0,0,2024-07-02
"257449","240000216",4,0,0,2024-07-02
"257450","240000372",30,0,0,2024-07-02
"257451","240000414",3,0,0,2024-07-02
"257452","240000455",1,0,0,2024-07-02
"257453","240000471",1,0,0,2024-07-02
"257454","240000489",48,0,0,2024-07-02
"257455","240000505",3,0,0,2024-07-02
"257456","240000687",14,0,0,2024-07-02
"257457","240015677",1,0,0,2024-07-02
"257458","240017046",1,0,0,2024-07-02
"257459","250000023",4,0,0,2024-07-02
"257460","250000270",6,0,0,2024-07-02
"257461","250000627",4,0,0,2024-07-02
"257462","250000635",3,0,0,2024-07-02
"257463","250000700",43,0,0,2024-07-02
"257464","250000718",1,0,0,2024-07-02
"257465","250000726",1,0,0,2024-07-02
"257466","250000734",2,0,0,2024-07-02
"257467","250004009",7,0,0,2024-07-02
"257468","250006954",120,0,0,2024-07-02
"257469","250011848",9,0,0,2024-07-02
"257470","260000013",61,0,0,2024-07-02
"257471","260000120",56,0,0,2024-07-02
"257472","260000138",38,0,0,2024-07-02
"257473","260000146",6,0,0,2024-07-02
"257474","260000195",1,0,0,2024-07-02
"257475","260000203",3,0,0,2024-07-02
"257476","260000237",1,0,0,2024-07-02
"257477","260000260",6,0,0,2024-07-02
"257478","260000278",1,0,0,2024-07-02
"257479","260000286",3,0,0,2024-07-02
"257480","260003017",5,0,0,2024-07-02
"257481","260006267",7,0,0,2024-07-02
"257482","260020078",2,0,0,2024-07-02
"257483","270000045",13,0,0,2024-07-02
"257484","270000326",7,0,0,2024-07-02
"257485","270000359",34,0,0,2024-07-02
"257486","270000367",37,0,0,2024-07-02
"257487","270000391",5,0,0,2024-07-02
"257488","270000425",7,0,0,2024-07-02
"257489","270000441",2,0,0,2024-07-02
"257490","270000458",11,0,0,2024-07-02
"257491","270000862",4,0,0,2024-07-02
"257492","280000084",27,0,0,2024-07-02
"257493","280000100",1,0,0,2024-07-02
"257494","280000662",14,0,0,2024-07-02
"257495","280502998",14,0,0,2024-07-02
"257496","280504267",55,0,0,2024-07-02
"257497","280505777",11,0,0,2024-07-02
"257498","290000025",61,0,0,2024-07-02
"257499","290000033",33,0,0,2024-07-02
"257500","290000058",30,0,0,2024-07-02
"257501","290000066",6,0,0,2024-07-02
"257502","290000140",7,0,0,2024-07-02
"257503","290000173",18,0,0,2024-07-02
"257504","290000181",13,0,0,2024-07-02
"257505","290000256",18,0,0,2024-07-02
"257506","290000272",1,0,0,2024-07-02
"257507","290000322",2,0,0,2024-07-02
"257508","290000389",1,0,0,2024-07-02
"257509","290000728",10,0,0,2024-07-02
"257510","290000785",11,0,0,2024-07-02
"257511","290000934",12,0,0,2024-07-02
"257512","290000975",4,0,0,2024-07-02
"257513","290001015",4,0,0,2024-07-02
"257514","290004142",4,0,0,2024-07-02
"257515","290004324",62,0,0,2024-07-02
"257516","290004365",1,0,0,2024-07-02
"257517","290019777",8,0,0,2024-07-02
"257518","290023431",6,0,0,2024-07-02
"257519","290036540",6,0,0,2024-07-02
"257520","2A0000139",16,0,0,2024-07-02
"257521","2A0000154",10,0,0,2024-07-02
"257522","2A0000212",2,0,0,2024-07-02
"257523","2A0000287",6,0,0,2024-07-02
"257524","2A0002614",2,0,0,2024-07-02
"257525","2A0004842",56,0,0,2024-07-02
"257526","2B0000012",33,0,0,2024-07-02
"257527","2B0000038",5,0,0,2024-07-02
"257528","2B0000079",7,0,0,2024-07-02
"257529","2B0000145",7,0,0,2024-07-02
"257530","2B0000392",4,0,0,2024-07-02
"257531","2B0005359",4,0,0,2024-07-02
"257532","2B0005664",1,0,0,2024-07-02
"257533","300000023",32,0,0,2024-07-02
"257534","300000031",40,0,0,2024-07-02
"257535","300000056",3,0,0,2024-07-02
"257536","300000064",3,0,0,2024-07-02
"257537","300000072",1,0,0,2024-07-02
"257538","300000478",3,0,0,2024-07-02
"257539","300002508",5,0,0,2024-07-02
"257540","300008588",3,0,0,2024-07-02
"257541","300012598",2,0,0,2024-07-02
"257542","300017209",5,0,0,2024-07-02
"257543","300017431",3,0,0,2024-07-02
"257544","300780137",16,0,0,2024-07-02
"257545","300780152",8,0,0,2024-07-02
"257546","300782117",123,0,0,2024-07-02
"257547","300782141",6,0,0,2024-07-02
"257548","300788502",9,0,0,2024-07-02
"257549","310000310",24,0,0,2024-07-02
"257550","310013628",2,0,0,2024-07-02
"257551","310016977",49,0,0,2024-07-02
"257552","310019351",22,0,0,2024-07-02
"257553","310021571",2,0,0,2024-07-02
"257554","310022298",2,0,0,2024-07-02
"257555","310025333",15,0,0,2024-07-02
"257556","310026083",22,0,0,2024-07-02
"257557","310026927",22,0,0,2024-07-02
"257558","310780150",14,0,0,2024-07-02
"257559","310780259",15,0,0,2024-07-02
"257560","310780283",31,0,0,2024-07-02
"257561","310780366",3,0,0,2024-07-02
"257562","310780382",9,0,0,2024-07-02
"257563","310781000",23,0,0,2024-07-02
"257564","310781067",15,0,0,2024-07-02
"257565","310781505",16,0,0,2024-07-02
"257566","310781695",2,0,0,2024-07-02
"257567","310782016",7,0,0,2024-07-02
"257568","310782347",17,0,0,2024-07-02
"257569","310783048",64,0,0,2024-07-02
"257570","310783055",69,0,0,2024-07-02
"257571","310783063",2,0,0,2024-07-02
"257572","310786389",2,0,0,2024-07-02
"257573","320000086",33,0,0,2024-07-02
"257574","320000102",3,0,0,2024-07-02
"257575","320000110",1,0,0,2024-07-02
"257576","320000128",1,0,0,2024-07-02
"257577","320000144",1,0,0,2024-07-02
"257578","320000151",1,0,0,2024-07-02
"257579","320000177",1,0,0,2024-07-02
"257580","330000217",2,0,0,2024-07-02
"257581","330000332",5,0,0,2024-07-02
"257582","330000340",108,0,0,2024-07-02
"257583","330000555",45,0,0,2024-07-02
"257584","330000571",26,0,0,2024-07-02
"257585","330000589",26,0,0,2024-07-02
"257586","330000597",4,0,0,2024-07-02
"257587","330000605",70,0,0,2024-07-02
"257588","330000613",3,0,0,2024-07-02
"257589","330000662",22,0,0,2024-07-02
"257590","330058355",1,0,0,2024-07-02
"257591","330058702",19,0,0,2024-07-02
"257592","330060658",2,0,0,2024-07-02
"257593","330780040",7,0,0,2024-07-02
"257594","330780081",10,0,0,2024-07-02
"257595","330780115",8,0,0,2024-07-02
"257596","330780206",7,0,0,2024-07-02
"257597","330780263",17,0,0,2024-07-02
"257598","330780271",2,0,0,2024-07-02
"257599","330780354",5,0,0,2024-07-02
"257600","330780370",1,0,0,2024-07-02
"257601","330780479",38,0,0,2024-07-02
"257602","330780487",3,0,0,2024-07-02
"257603","330780495",27,0,0,2024-07-02
"257604","330780503",8,0,0,2024-07-02
"257605","330780511",5,0,0,2024-07-02
"257606","330780529",40,0,0,2024-07-02
"257607","330780537",9,0,0,2024-07-02
"257608","330781139",2,0,0,2024-07-02
"257609","330781303",6,0,0,2024-07-02
"257610","330781337",6,0,0,2024-07-02
"257611","330781352",42,0,0,2024-07-02
"257612","330781360",206,203,0.985436893203884,2024-07-02
"257613","330781402",7,0,0,2024-07-02
"257614","330782582",6,0,0,2024-07-02
"257615","330783648",105,0,0,2024-07-02
"257616","330802752",3,0,0,2024-07-02
"257617","330804501",1,0,0,2024-07-02
"257618","340000025",5,0,0,2024-07-02
"257619","340000033",43,0,0,2024-07-02
"257620","340000173",2,0,0,2024-07-02
"257621","340000207",32,0,0,2024-07-02
"257622","340000215",1,0,0,2024-07-02
"257623","340000223",20,0,0,2024-07-02
"257624","340000231",1,0,0,2024-07-02
"257625","340000249",2,0,0,2024-07-02
"257626","340008275",3,0,0,2024-07-02
"257627","340009885",10,0,0,2024-07-02
"257628","340015502",15,0,0,2024-07-02
"257629","340015965",12,0,0,2024-07-02
"257630","340019603",3,0,0,2024-07-02
"257631","340022979",21,0,0,2024-07-02
"257632","340024314",8,0,0,2024-07-02
"257633","340780139",2,0,0,2024-07-02
"257634","340780147",4,0,0,2024-07-02
"257635","340780154",4,0,0,2024-07-02
"257636","340780436",2,0,0,2024-07-02
"257637","340780444",2,0,0,2024-07-02
"257638","340780485",7,0,0,2024-07-02
"257639","340780568",1,0,0,2024-07-02
"257640","340780642",14,0,0,2024-07-02
"257641","340780667",15,0,0,2024-07-02
"257642","340780675",21,0,0,2024-07-02
"257643","340780717",6,0,0,2024-07-02
"257644","340780725",5,0,0,2024-07-02
"257645","340780741",7,0,0,2024-07-02
"257646","340780840",3,0,0,2024-07-02
"257647","340781608",10,0,0,2024-07-02
"257648","340782036",42,0,0,2024-07-02
"257649","340782085",50,0,0,2024-07-02
"257650","340785161",69,0,0,2024-07-02
"257651","340796663",55,0,0,2024-07-02
"257652","350000063",3,0,0,2024-07-02
"257653","350000071",5,0,0,2024-07-02
"257654","350000121",14,0,0,2024-07-02
"257655","350000139",38,0,0,2024-07-02
"257656","350000147",91,0,0,2024-07-02
"257657","350000154",38,0,0,2024-07-02
"257658","350000162",16,0,0,2024-07-02
"257659","350000188",10,0,0,2024-07-02
"257660","350000196",5,0,0,2024-07-02
"257661","350000204",3,0,0,2024-07-02
"257662","350000212",1,0,0,2024-07-02
"257663","350000410",2,0,0,2024-07-02
"257664","350000436",2,0,0,2024-07-02
"257665","350000444",1,0,0,2024-07-02
"257666","350000741",72,0,0,2024-07-02
"257667","350002200",2,0,0,2024-07-02
"257668","350002812",8,0,0,2024-07-02
"257669","350005021",3,0,0,2024-07-02
"257670","350005146",10,0,0,2024-07-02
"257671","350006771",2,0,0,2024-07-02
"257672","350007084",37,0,0,2024-07-02
"257673","350053013",1,0,0,2024-07-02
"257674","350054680",19,0,0,2024-07-02
"257675","360000038",5,0,0,2024-07-02
"257676","360000129",5,0,0,2024-07-02
"257677","360000137",30,0,0,2024-07-02
"257678","360000145",3,0,0,2024-07-02
"257679","360000160",5,0,0,2024-07-02
"257680","360002232",1,0,0,2024-07-02
"257681","370000093",10,0,0,2024-07-02
"257682","370000499",21,0,0,2024-07-02
"257683","370000531",10,0,0,2024-07-02
"257684","370000580",1,0,0,2024-07-02
"257685","370000861",56,0,0,2024-07-02
"257686","370000879",19,0,0,2024-07-02
"257687","370000903",7,0,0,2024-07-02
"257688","370001109",1,0,0,2024-07-02
"257689","370001158",1,0,0,2024-07-02
"257690","370004467",42,0,0,2024-07-02
"257691","370007569",17,0,0,2024-07-02
"257692","370013286",3,0,0,2024-07-02
"257693","380000018",1,0,0,2024-07-02
"257694","380000026",3,0,0,2024-07-02
"257695","380000034",26,0,0,2024-07-02
"257696","380000042",7,0,0,2024-07-02
"257697","380000059",1,0,0,2024-07-02
"257698","380000067",138,0,0,2024-07-02
"257699","380000091",6,0,0,2024-07-02
"257700","380000109",1,0,0,2024-07-02
"257701","380000174",61,0,0,2024-07-02
"257702","380000406",35,0,0,2024-07-02
"257703","380012658",53,0,0,2024-07-02
"257704","380013037",2,0,0,2024-07-02
"257705","380020123",5,0,0,2024-07-02
"257706","380780197",8,0,0,2024-07-02
"257707","380780288",4,0,0,2024-07-02
"257708","380782722",10,0,0,2024-07-02
"257709","380785956",12,0,0,2024-07-02
"257710","380786442",11,0,0,2024-07-02
"257711","390000040",24,0,0,2024-07-02
"257712","390000057",2,0,0,2024-07-02
"257713","390000065",7,0,0,2024-07-02
"257714","390000164",1,0,0,2024-07-02
"257715","390000222",42,0,0,2024-07-02
"257716","390780559",2,0,0,2024-07-02
"257717","390780575",5,0,0,2024-07-02
"257718","390781193",1,0,0,2024-07-02
"257719","400000105",41,0,0,2024-07-02
"257720","400000139",78,0,0,2024-07-02
"257721","400000147",1,0,0,2024-07-02
"257722","400000261",2,0,0,2024-07-02
"257723","400015103",5,0,0,2024-07-02
"257724","400015236",3,0,0,2024-07-02
"257725","400780342",4,0,0,2024-07-02
"257726","410000020",26,0,0,2024-07-02
"257727","410000038",12,0,0,2024-07-02
"257728","410000046",20,0,0,2024-07-02
"257729","410000053",1,0,0,2024-07-02
"257730","410000202",10,0,0,2024-07-02
"257731","410004998",19,0,0,2024-07-02
"257732","420000010",56,0,0,2024-07-02
"257733","420000192",1,0,0,2024-07-02
"257734","420000226",16,0,0,2024-07-02
"257735","420000234",17,0,0,2024-07-02
"257736","420000267",7,0,0,2024-07-02
"257737","420000317",1,0,0,2024-07-02
"257738","420009599",2,0,0,2024-07-02
"257739","420010050",18,0,0,2024-07-02
"257740","420010241",16,0,0,2024-07-02
"257741","420011413",28,0,0,2024-07-02
"257742","420780504",10,0,0,2024-07-02
"257743","420780637",17,0,0,2024-07-02
"257744","420780744",1,0,0,2024-07-02
"257745","420782310",8,0,0,2024-07-02
"257746","420782559",5,0,0,2024-07-02
"257747","420782567",8,0,0,2024-07-02
"257748","420782591",2,0,0,2024-07-02
"257749","420785354",133,0,0,2024-07-02
"257750","430000109",4,0,0,2024-07-02
"257751","430000117",34,0,0,2024-07-02
"257752","430000190",11,0,0,2024-07-02
"257753","430000299",1,0,0,2024-07-02
"257754","430000307",2,0,0,2024-07-02
"257755","430000356",1,0,0,2024-07-02
"257756","430007450",2,0,0,2024-07-02
"257757","440000016",45,0,0,2024-07-02
"257758","440000271",127,0,0,2024-07-02
"257759","440000396",35,0,0,2024-07-02
"257760","440000404",2,0,0,2024-07-02
"257761","440000412",10,0,0,2024-07-02
"257762","440000453",4,0,0,2024-07-02
"257763","440000487",2,0,0,2024-07-02
"257764","440000503",26,0,0,2024-07-02
"257765","440000560",2,0,0,2024-07-02
"257766","440000883",1,0,0,2024-07-02
"257767","440001113",26,0,0,2024-07-02
"257768","440001253",4,0,0,2024-07-02
"257769","440001287",1,0,0,2024-07-02
"257770","440002020",6,0,0,2024-07-02
"257771","440003291",7,0,0,2024-07-02
"257772","440007607",1,0,0,2024-07-02
"257773","440017598",45,0,0,2024-07-02
"257774","440029338",24,0,0,2024-07-02
"257775","440029379",33,0,0,2024-07-02
"257776","440033819",18,0,0,2024-07-02
"257777","440041580",19,0,0,2024-07-02
"257778","440048718",2,0,0,2024-07-02
"257779","440050433",15,0,0,2024-07-02
"257780","440055945",1,0,0,2024-07-02
"257781","450000047",8,0,0,2024-07-02
"257782","450000062",30,0,0,2024-07-02
"257783","450000070",11,0,0,2024-07-02
"257784","450000120",1,0,0,2024-07-02
"257785","450000245",5,0,0,2024-07-02
"257786","450000260",1,0,0,2024-07-02
"257787","450000294",7,0,0,2024-07-02
"257788","450000336",1,0,0,2024-07-02
"257789","450002613",111,0,0,2024-07-02
"257790","450010079",9,0,0,2024-07-02
"257791","450012968",2,0,0,2024-07-02
"257792","450021449",13,0,0,2024-07-02
"257793","460000045",14,0,0,2024-07-02
"257794","460000052",2,0,0,2024-07-02
"257795","460000102",9,0,0,2024-07-02
"257796","460000110",49,0,0,2024-07-02
"257797","460000227",1,0,0,2024-07-02
"257798","470000027",29,0,0,2024-07-02
"257799","470000423",60,0,0,2024-07-02
"257800","470000431",11,0,0,2024-07-02
"257801","470000480",26,0,0,2024-07-02
"257802","470000522",2,0,0,2024-07-02
"257803","470000563",2,0,0,2024-07-02
"257804","470000571",1,0,0,2024-07-02
"257805","470016049",4,0,0,2024-07-02
"257806","480000017",20,0,0,2024-07-02
"257807","480000033",1,0,0,2024-07-02
"257808","480000041",1,0,0,2024-07-02
"257809","480000066",1,0,0,2024-07-02
"257810","480000074",1,0,0,2024-07-02
"257811","480002948",4,0,0,2024-07-02
"257812","490000049",121,0,0,2024-07-02
"257813","490000155",26,0,0,2024-07-02
"257814","490000254",1,0,0,2024-07-02
"257815","490000262",10,0,0,2024-07-02
"257816","490000320",2,0,0,2024-07-02
"257817","490000338",1,0,0,2024-07-02
"257818","490000635",48,0,0,2024-07-02
"257819","490000650",1,0,0,2024-07-02
"257820","490001765",35,0,0,2024-07-02
"257821","490002037",20,0,0,2024-07-02
"257822","490004256",1,0,0,2024-07-02
"257823","490007929",2,0,0,2024-07-02
"257824","490014909",23,0,0,2024-07-02
"257825","490015906",10,0,0,2024-07-02
"257826","490020245",2,0,0,2024-07-02
"257827","490540440",1,0,0,2024-07-02
"257828","500000021",18,0,0,2024-07-02
"257829","500000146",9,0,0,2024-07-02
"257830","500000187",40,0,0,2024-07-02
"257831","500000195",1,0,0,2024-07-02
"257832","500000203",5,0,0,2024-07-02
"257833","500000260",6,0,0,2024-07-02
"257834","500000401",3,0,0,2024-07-02
"257835","500000427",2,0,0,2024-07-02
"257836","500000450",33,0,0,2024-07-02
"257837","500000468",7,0,0,2024-07-02
"257838","500000476",1,0,0,2024-07-02
"257839","500000591",5,0,0,2024-07-02
"257840","500002357",4,0,0,2024-07-02
"257841","500026307",5,0,0,2024-07-02
"257842","510000169",32,0,0,2024-07-02
"257843","510000177",1,0,0,2024-07-02
"257844","510000185",7,0,0,2024-07-02
"257845","510000219",1,0,0,2024-07-02
"257846","510000235",18,0,0,2024-07-02
"257847","510000243",6,0,0,2024-07-02
"257848","510000250",6,0,0,2024-07-02
"257849","510000466",1,0,0,2024-07-02
"257850","510000516",18,0,0,2024-07-02
"257851","510002447",69,0,0,2024-07-02
"257852","510002454",1,0,0,2024-07-02
"257853","510002470",13,0,0,2024-07-02
"257854","510004302",30,0,0,2024-07-02
"257855","510012040",2,0,0,2024-07-02
"257856","510024979",15,0,0,2024-07-02
"257857","510025091",2,0,0,2024-07-02
"257858","520000019",1,0,0,2024-07-02
"257859","520000027",16,0,0,2024-07-02
"257860","520000035",1,0,0,2024-07-02
"257861","520000043",5,0,0,2024-07-02
"257862","520000050",1,0,0,2024-07-02
"257863","520000068",16,0,0,2024-07-02
"257864","520004680",6,0,0,2024-07-02
"257865","520004714",7,0,0,2024-07-02
"257866","520004722",1,0,0,2024-07-02
"257867","520005398",2,0,0,2024-07-02
"257868","520780156",1,0,0,2024-07-02
"257869","520780180",4,0,0,2024-07-02
"257870","520780214",7,0,0,2024-07-02
"257871","530000017",40,0,0,2024-07-02
"257872","530000132",1,0,0,2024-07-02
"257873","530000140",2,0,0,2024-07-02
"257874","530000165",3,0,0,2024-07-02
"257875","530000173",34,0,0,2024-07-02
"257876","530000181",1,0,0,2024-07-02
"257877","530000264",69,0,0,2024-07-02
"257878","530031962",5,0,0,2024-07-02
